act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop,incident,incident_5_minutes
2019-11-19 05:58:10.763,TIK,7105,GS07,2019-11-19 05:58:37.458,26.695,6.0,False,False,False
2019-11-19 05:58:11.760,KWT,6014,HS68,2019-11-19 06:01:02.089,170.329,151.0,False,False,False
2019-11-19 05:58:11.760,DIH,02,QA32,2019-11-19 05:58:29.290,17.53,7.0,False,False,False
2019-11-19 05:58:12.157,NTK,11,GA25,2019-11-19 06:02:33.591,261.434,248.0,True,False,False
2019-11-19 05:58:16.540,CHH,25,QA33,2019-11-19 06:01:50.299,213.759,196.0,False,False,False
2019-11-19 05:58:16.939,TIK,7107,GS07,2019-11-19 05:58:47.618,30.679,11.0,False,False,False
2019-11-19 05:58:19.130,DIH,04,QA32,2019-11-19 05:58:36.263,17.133,5.0,False,False,False
2019-11-19 05:58:24.907,DIH,06,QA32,2019-11-19 05:58:54.790,29.883000000000006,10.0,False,False,False
2019-11-19 05:58:28.692,TIK,7109A,GS07,2019-11-19 05:59:31.645,62.953,7.0,False,False,False
2019-11-19 05:58:30.087,WHA,04,GA31,2019-11-19 05:58:56.782,26.695,11.0,False,False,False
2019-11-19 05:58:35.067,DIH,08,QA32,2019-11-19 05:59:37.223,62.15600000000001,10.0,False,False,False
2019-11-19 05:58:36.063,TIK,7109B,GS07,2019-11-19 05:59:37.422,61.359,5.0,False,False,False
2019-11-19 05:58:41.533,WHA,02,GA31,2019-11-19 05:59:06.145,24.612,9.0,False,False,False
2019-11-19 05:58:42.040,TIK,7109C,GS07,2019-11-19 05:59:43.398,61.358,47.0,True,False,False
2019-11-19 05:58:45.825,DIH,10,QA32,2019-11-19 05:59:46.187,60.362,47.0,True,False,False
2019-11-19 05:58:51.005,HOM,20,GA31,2019-11-19 05:59:23.477,32.472,15.0,False,False,False
2019-11-19 05:59:06.146,HOM,18,GA31,2019-11-19 05:59:28.258,22.112,5.0,False,False,False
2019-11-19 05:59:11.922,HOM,22,GA31,2019-11-19 05:59:33.039,21.117,3.0,False,False,False
2019-11-19 05:59:15.907,HOM,07,GA31,2019-11-19 05:59:41.406,25.499,5.0,False,False,False
2019-11-19 05:59:21.684,HOM,09,GA31,2019-11-19 06:13:02.854,821.17,7.0,False,False,False
2019-11-19 05:59:29.055,TIK,7111,GS07,2019-11-19 05:59:49.376,20.321,5.0,False,False,False
2019-11-19 05:59:29.254,HOM,11,GA31,2019-11-19 06:13:11.221,821.967,803.0,True,False,False
2019-11-19 05:59:33.040,KWT,6044,QA21,2019-11-19 06:03:11.579,218.539,188.0,False,False,False
2019-11-19 05:59:33.438,DIH,12,QA32,2019-11-19 05:59:57.145,23.707,11.0,False,False,False
2019-11-19 05:59:34.832,TIK,7113,GS07,2019-11-19 06:00:01.527,26.695,12.0,False,False,False
2019-11-19 05:59:45.197,WTS,02,QA32,2019-11-19 06:00:06.707,21.51,8.0,False,False,False
2019-11-19 05:59:46.984,TIK,7115,GS07,2019-11-19 06:00:05.511,18.527,3.0,False,False,False
2019-11-19 05:59:50.969,TIK,7149,GS07,2019-11-19 06:00:09.496,18.527,,False,False,False
2019-11-19 05:59:51.367,TIK,7149,QS07,2019-11-19 06:00:09.496,18.129,1.0,False,False,False
2019-11-19 05:59:52.961,TIK,7120,QS07,2019-11-19 06:00:15.671,22.71,3.0,False,False,False
2019-11-19 05:59:53.359,WTS,04,QA32,2019-11-19 06:00:17.066,23.707,8.0,False,False,False
2019-11-19 05:59:56.945,TIK,7122,QS07,2019-11-19 06:08:26.541,509.596,,False,False,False
2019-11-19 06:00:02.125,WTS,06,QA32,2019-11-19 06:00:32.605,30.48,8.0,False,False,False
2019-11-19 06:00:10.890,WTS,08,QA32,2019-11-19 06:01:34.163,83.273,14.0,False,False,False
2019-11-19 06:00:11.488,KWT,6006,QA34,2019-11-19 06:00:35.195,23.707,6.0,False,False,False
2019-11-19 06:00:14.079,CHH,13A,KT84,2019-11-19 06:00:48.144,34.065,12.0,False,False,False
2019-11-19 06:00:18.062,KWT,6004,QA34,2019-11-19 06:00:40.773,22.711,7.0,False,False,False
2019-11-19 06:00:25.234,KWT,6002,QA34,2019-11-19 06:00:53.124,27.89,13.0,False,False,False
2019-11-19 06:00:25.632,WTS,10,QA32,2019-11-19 06:01:43.127,77.495,65.0,True,False,False
2019-11-19 06:00:26.429,CHH,24,KT84,2019-11-19 06:00:55.327,28.898000000000003,7.0,False,False,False
2019-11-19 06:00:33.601,CHH,29,KT84,2019-11-19 06:01:08.663,35.062,12.0,False,False,False
2019-11-19 06:00:38.980,NTK,02,QA34,2019-11-19 06:01:02.687,23.707,11.0,False,False,False
2019-11-19 06:00:42.765,KWT,6012,HS68,2019-11-19 06:01:19.221,36.456,15.0,False,False,False
2019-11-19 06:00:46.152,CHH,31,KT84,2019-11-19 06:01:27.190,41.038,19.0,False,False,False
2019-11-19 06:00:50.534,NTK,04,QA34,2019-11-19 06:01:18.225,27.691,9.0,False,False,False
2019-11-19 06:00:52.925,NTK,17,GA09,2019-11-19 06:02:29.146,96.221,76.0,False,False,False
2019-11-19 06:00:53.328,TIK,7122,QA07,2019-11-19 06:08:26.541,453.213,438.0,False,False,False
2019-11-19 06:00:58.702,KWT,6010,HS68,2019-11-19 06:01:34.960,36.258,14.0,False,False,False
2019-11-19 06:01:00.097,NTK,06,QA34,2019-11-19 06:02:13.607,73.51,57.0,True,False,False
2019-11-19 06:01:05.874,CHH,33,KT84,2019-11-19 06:01:57.670,51.79600000000001,34.0,False,False,False
2019-11-19 06:01:06.472,CHH,37,QA02,2019-11-19 06:03:14.767,128.295,107.0,False,False,False
2019-11-19 06:01:13.444,KWT,6008,HS68,2019-11-19 06:01:53.287,39.843,21.0,True,False,False
2019-11-19 06:01:31.374,WTS,12,QA32,2019-11-19 06:01:52.291,20.917,9.0,False,False,False
2019-11-19 06:01:33.167,CHH,23A,QA33,,,17.0,False,False,False
2019-11-19 06:01:35.159,KWT,6006,HS68,2019-11-19 06:02:01.256,26.097,5.0,False,False,False
2019-11-19 06:01:40.139,CHH,35,KT84,2019-11-19 06:02:09.822,29.683000000000003,10.0,False,False,False
2019-11-19 06:01:40.845,KWT,6004,HS68,2019-11-19 06:02:08.229,27.384,7.0,False,False,False
2019-11-19 06:01:41.334,WTS,14,QA32,2019-11-19 06:01:59.662,18.328,7.0,False,False,False
2019-11-19 06:01:48.506,KWT,6002,HS68,2019-11-19 06:02:26.557,38.051,17.0,False,False,False
2019-11-19 06:01:49.104,LOF,02,QA32,2019-11-19 06:02:08.826,19.722,6.0,False,False,False
2019-11-19 06:01:50.698,CHH,30,KT84,2019-11-19 06:02:17.592,26.894,6.0,False,False,False
2019-11-19 06:01:50.897,CHH,16,QA33,2019-11-19 06:02:03.647,12.75,1.0,False,False,False
2019-11-19 06:01:52.690,CHH,18,QA33,2019-11-19 06:02:06.635,13.945,3.0,False,False,False
2019-11-19 06:01:55.280,LOF,04,QA32,2019-11-19 06:02:18.787,23.507,7.0,False,False,False
2019-11-19 06:01:56.276,CHH,20,QA33,2019-11-19 06:02:10.619,14.343,4.0,False,False,False
2019-11-19 06:01:56.873,CHH,28,KT84,2019-11-19 06:04:15.129,138.256,,False,False,False
2019-11-19 06:01:58.069,NTK,08,QA34,2019-11-19 06:02:23.171,25.102,13.0,False,False,False
2019-11-19 06:02:00.858,DIH,02,QA33,2019-11-19 06:02:17.592,16.734,6.0,False,False,False
2019-11-19 06:02:02.850,LOF,06,QA32,2019-11-19 06:02:36.717,33.867,11.0,False,False,False
2019-11-19 06:02:05.838,NTK,02,HS68,2019-11-19 06:02:39.705,33.867,17.0,False,False,False
2019-11-19 06:02:07.631,DIH,04,QA33,2019-11-19 06:02:24.764,17.133,5.0,False,False,False
2019-11-19 06:02:09.225,NTK,01,GA09,2019-11-19 06:02:40.701,31.476,16.0,False,False,False
2019-11-19 06:02:11.815,NTK,10,QA34,2019-11-19 06:02:32.136,20.321,9.0,False,False,False
2019-11-19 06:02:13.209,DIH,06,QA33,2019-11-19 06:02:43.092,29.883000000000006,10.0,False,False,False
2019-11-19 06:02:14.404,LOF,08,QA32,2019-11-19 06:03:41.661,87.257,14.0,False,False,False
2019-11-19 06:02:20.978,NTK,13,GA25,2019-11-19 06:02:44.088,23.11,11.0,False,False,False
2019-11-19 06:02:21.377,NTK,12,QA34,2019-11-19 06:02:35.720,14.343,3.0,False,False,False
2019-11-19 06:02:22.971,NTK,04,HS68,2019-11-19 06:02:54.646,31.675,13.0,False,False,False
2019-11-19 06:02:23.568,DIH,08,QA33,2019-11-19 06:04:14.133,110.565,11.0,False,False,False
2019-11-19 06:02:24.564,NTK,14,QA34,2019-11-19 06:02:41.697,17.133,6.0,False,False,False
2019-11-19 06:02:25.560,NTK,03,GA09,2019-11-19 06:02:43.689,18.129,4.0,False,False,False
2019-11-19 06:02:29.146,LOF,10,QA32,2019-11-19 06:03:50.626,81.48,69.0,True,False,False
2019-11-19 06:02:29.943,NTK,05,GA09,2019-11-19 06:02:54.048,24.105,11.0,False,False,False
2019-11-19 06:02:30.939,KOB,02,QA34,2019-11-19 06:02:51.658,20.719,9.0,False,False,False
2019-11-19 06:02:32.135,NTK,15,GA25,2019-11-19 06:02:55.642,23.507,10.0,False,False,False
2019-11-19 06:02:34.724,DIH,10,QA33,2019-11-19 06:04:23.696,108.972,95.0,True,False,False
2019-11-19 06:02:36.517,NTK,06,HS68,2019-11-19 06:03:15.763,39.246,21.0,True,False,False
2019-11-19 06:02:40.302,KOB,04,QA34,2019-11-19 06:03:01.220,20.918000000000006,9.0,False,False,False
2019-11-19 06:02:41.299,NTK,07,GA09,2019-11-19 06:03:09.189,27.89,10.0,False,False,False
2019-11-19 06:02:41.498,KWT,6042,QA21,2019-11-19 06:03:15.564,34.066,8.0,False,False,False
2019-11-19 06:02:43.091,KWT,6001,GA25,2019-11-19 06:03:08.790,25.699,8.0,False,False,False
2019-11-19 06:02:49.666,KWT,6010,QA21,2019-11-19 06:03:27.118,37.452,10.0,False,False,False
2019-11-19 06:02:49.865,KOB,06,QA34,2019-11-19 06:03:16.759,26.894,9.0,False,False,False
2019-11-19 06:02:51.658,NTK,09,GA09,2019-11-19 06:07:44.107,292.449,13.0,False,False,False
2019-11-19 06:02:51.658,KWT,6003,GA25,2019-11-19 06:03:15.165,23.507,5.0,False,False,False
2019-11-19 06:02:54.248,CHH,35,QA02,2019-11-19 06:03:24.130,29.882,10.0,False,False,False
2019-11-19 06:02:57.236,KWT,6005,GA25,2019-11-19 06:03:26.337,29.101,7.0,False,False,False
2019-11-19 06:02:57.634,NTK,08,HS68,2019-11-19 06:03:30.107,32.473,15.0,False,False,False
2019-11-19 06:02:59.427,KOB,08,QA34,2019-11-19 06:04:09.551,70.124,12.0,False,False,False
2019-11-19 06:03:00.423,KWT,6008,QA21,2019-11-19 06:07:50.482,290.059,271.0,True,False,False
2019-11-19 06:03:04.408,CHH,33,QA02,2019-11-19 06:03:46.642,42.234,20.0,False,False,False
2019-11-19 06:03:04.408,KWT,6007,GA25,2019-11-19 06:04:21.504,77.096,58.0,True,False,False
2019-11-19 06:03:05.603,NTK,11,GA09,2019-11-19 06:07:54.268,288.665,275.0,True,False,False
2019-11-19 06:03:11.978,KOB,10,QA34,2019-11-19 06:04:20.309,68.331,55.0,True,False,False
2019-11-19 06:03:13.572,NTK,10,HS68,2019-11-19 06:03:47.239,33.667,14.0,False,False,False
2019-11-19 06:03:25.127,CHH,31,QA02,2019-11-19 06:03:57.200,32.073,10.0,False,False,False
2019-11-19 06:03:28.513,NTK,12,HS68,2019-11-19 06:03:56.204,27.691,4.0,False,False,False
2019-11-19 06:03:33.493,NTK,14,HS68,2019-11-19 06:04:22.719,49.226000000000006,8.0,False,False,False
2019-11-19 06:03:36.083,CHH,29,QA02,2019-11-19 06:04:02.778,26.695,7.0,False,False,False
2019-11-19 06:03:38.673,LOF,12,QA32,2019-11-19 06:03:59.192,20.519,11.0,False,False,False
2019-11-19 06:03:42.259,NTK,16,HS68,2019-11-19 06:08:47.657,305.398,,False,False,False
2019-11-19 06:03:43.653,CHH,27,QA02,2019-11-19 06:04:16.126,32.473,10.0,False,False,False
2019-11-19 06:03:50.427,LOF,14,QA32,2019-11-19 06:04:06.165,15.738,7.0,False,False,False
2019-11-19 06:03:54.014,CHH,25,QA02,2019-11-19 06:09:58.180,364.166,347.0,False,False,False
2019-11-19 06:03:57.997,KOT,02,QA32,2019-11-19 06:04:13.735,15.738,6.0,False,False,False
2019-11-19 06:04:03.176,KWT,6009,GA25,2019-11-19 06:04:27.879,24.703000000000007,8.0,False,False,False
2019-11-19 06:04:04.770,KOT,04,QA32,2019-11-19 06:04:21.305,16.535,6.0,False,False,False
2019-11-19 06:04:07.958,KOB,12,QA34,2019-11-19 06:04:30.668,22.71,11.0,False,False,False
2019-11-19 06:04:10.548,DIH,12,QA33,2019-11-19 06:04:34.254,23.706,11.0,False,False,False
2019-11-19 06:04:10.946,KOT,06,QA32,2019-11-19 06:04:35.116,24.17,6.0,False,False,False
2019-11-19 06:04:11.942,KWT,6011,GA25,2019-11-19 06:04:34.055,22.113000000000003,6.0,False,False,False
2019-11-19 06:04:17.122,KOT,08,QA32,2019-11-19 06:06:11.073,113.951,10.0,False,False,False
2019-11-19 06:04:18.118,KWT,6013,GA25,2019-11-19 06:04:45.809,27.691,11.0,False,False,False
2019-11-19 06:04:19.711,KOB,14,QA34,2019-11-19 06:04:40.629,20.918000000000006,8.0,False,False,False
2019-11-19 06:04:22.301,WTS,02,QA33,2019-11-19 06:04:44.215,21.914,8.0,False,False,False
2019-11-19 06:04:27.879,KOT,10,QA32,2019-11-19 06:06:19.640,111.761,100.0,True,False,False
2019-11-19 06:04:28.477,KOB,16,QA34,2019-11-19 06:04:51.188,22.711,12.0,False,False,False
2019-11-19 06:04:29.473,KWT,6015,GA25,2019-11-19 06:05:00.152,30.679,13.0,False,False,False
2019-11-19 06:04:31.067,WTS,04,QA33,2019-11-19 06:04:54.574,23.507,8.0,False,False,False
2019-11-19 06:04:39.633,WTS,06,QA33,2019-11-19 06:05:10.113,30.48,8.0,False,False,False
2019-11-19 06:04:40.629,CHH,02,QA34,2019-11-19 06:05:03.738,23.109,13.0,False,False,False
2019-11-19 06:04:42.821,LAT,6101,GA25,2019-11-19 06:05:03.539,20.718000000000004,6.0,False,False,False
2019-11-19 06:04:48.399,WTS,08,QA33,2019-11-19 06:06:05.695,77.296,14.0,False,False,False
2019-11-19 06:04:48.996,LAT,6103,GA25,2019-11-19 06:05:21.469,32.473,12.0,False,False,False
2019-11-19 06:04:54.375,CHH,04,QA34,2019-11-19 06:05:16.687,22.312,11.0,False,False,False
2019-11-19 06:05:01.945,LAT,6105,GA25,2019-11-19 06:06:18.444,76.499,59.0,True,False,False
2019-11-19 06:05:01.945,CHH,37,GA12,2019-11-19 06:06:41.155,99.21,79.0,False,False,False
2019-11-19 06:05:02.941,WTS,10,QA33,2019-11-19 06:06:14.659,71.718,59.0,True,False,False
2019-11-19 06:05:05.738,CHH,06,QA34,2019-11-19 06:05:26.648,20.91,7.0,False,False,False
2019-11-19 06:05:13.500,CHH,08,QA34,2019-11-19 06:05:37.605,24.105,4.0,False,False,False
2019-11-19 06:05:17.883,NTK,17,GA26,2019-11-19 06:07:47.151,149.268,129.0,False,False,False
2019-11-19 06:05:18.480,CHH,10,QA34,2019-11-19 06:06:31.194,72.714,54.0,True,False,False
2019-11-19 06:06:01.909,LAT,6107,GA25,2019-11-19 06:06:25.417,23.508000000000006,12.0,False,False,False
2019-11-19 06:06:02.507,WTS,12,QA33,2019-11-19 06:06:23.624,21.117,9.0,False,False,False
2019-11-19 06:06:07.886,KOT,12,QA32,2019-11-19 06:06:29.202,21.316,12.0,False,False,False
2019-11-19 06:06:12.468,WTS,14,QA33,2019-11-19 06:06:31.194,18.726,8.0,False,False,False
2019-11-19 06:06:13.464,CHH,12,QA34,2019-11-19 06:06:36.573,23.109,10.0,False,False,False
2019-11-19 06:06:14.659,LAT,6109,GA25,2019-11-19 06:06:46.544,31.885,23.0,False,False,False
2019-11-19 06:06:20.038,KOT,14,QA32,2019-11-19 06:06:35.577,15.539,7.0,False,False,False
2019-11-19 06:06:20.636,LOF,02,QA33,2019-11-19 06:06:39.761,19.125,5.0,False,False,False
2019-11-19 06:06:21.831,CHH,35,GA12,2019-11-19 06:06:50.544,28.713,10.0,False,False,False
2019-11-19 06:06:23.624,CHH,14,QA34,2019-11-19 06:06:42.151,18.527,5.0,False,False,False
2019-11-19 06:06:26.214,LOF,04,QA33,2019-11-19 06:06:50.120,23.906,7.0,False,False,False
2019-11-19 06:06:27.409,KOT,16,QA32,2019-11-19 06:06:42.151,14.742,6.0,False,False,False
2019-11-19 06:06:29.601,CHH,16,QA34,2019-11-19 06:06:46.136,16.535,3.0,False,False,False
2019-11-19 06:06:32.190,CHH,33,GA12,2019-11-19 06:07:10.241,38.051,19.0,False,False,False
2019-11-19 06:06:33.186,CHH,18,QA34,2019-11-19 06:06:50.120,16.934,4.0,False,False,False
2019-11-19 06:06:33.784,SKM,02,QA32,2019-11-19 06:06:49.323,15.539,5.0,False,False,False
2019-11-19 06:06:34.184,LOF,06,QA33,2019-11-19 06:07:08.249,34.065,11.0,False,False,False
2019-11-19 06:06:37.370,CHH,20,QA34,2019-11-19 06:06:56.096,18.726,5.0,False,False,False
2019-11-19 06:06:37.768,YAT,7001,GA25,2019-11-19 06:07:09.643,31.875,16.0,False,False,False
2019-11-19 06:06:39.561,SKM,04,QA32,2019-11-19 06:06:55.100,15.539,6.0,False,False,False
2019-11-19 06:06:43.147,DIH,02,QA34,2019-11-19 06:07:06.655,23.508000000000006,8.0,False,False,False
2019-11-19 06:06:46.136,LOF,08,QA33,2019-11-19 06:08:16.779,90.643,14.0,False,False,False
2019-11-19 06:06:46.136,SKM,06,QA32,2019-11-19 06:07:02.218,16.082,5.0,False,False,False
2019-11-19 06:06:51.514,CHH,31,GA12,2019-11-19 06:07:19.205,27.691,9.0,False,False,False
2019-11-19 06:06:51.715,SKM,08,QA32,2019-11-19 06:07:15.620,23.905,6.0,False,False,False
2019-11-19 06:06:51.913,DIH,04,QA34,2019-11-19 06:07:16.217,24.304,8.0,False,False,False
2019-11-19 06:06:53.905,YAT,7003A,GA25,2019-11-19 06:07:58.451,64.546,4.0,False,False,False
2019-11-19 06:06:58.288,YAT,7003B,GA25,2019-11-19 06:08:02.630,64.342,3.0,False,False,False
2019-11-19 06:06:58.487,SKM,10,QA32,2019-11-19 06:08:32.716,94.229,9.0,False,False,False
2019-11-19 06:07:00.678,LOF,10,QA33,2019-11-19 06:08:25.146,84.46799999999998,72.0,True,False,False
2019-11-19 06:07:00.678,CHH,29,GA12,2019-11-19 06:07:24.186,23.508000000000006,6.0,False,False,False
2019-11-19 06:07:00.678,DIH,06,QA34,2019-11-19 06:07:36.736,36.058,14.0,False,False,False
2019-11-19 06:07:02.218,YAT,7003C,GA25,2019-11-19 06:08:06.420,64.202,4.0,False,False,False
2019-11-19 06:07:06.854,YAT,7003D,GA25,2019-11-19 06:08:08.611,61.757,49.0,True,False,False
2019-11-19 06:07:07.053,CHH,24,GA12,2019-11-19 06:07:27.174,20.121,3.0,False,False,False
2019-11-19 06:07:08.448,SKM,12,QA32,2019-11-19 06:08:41.681,93.233,81.0,True,False,False
2019-11-19 06:07:10.440,CHH,13A,GA12,2019-11-19 06:07:33.151,22.711,5.0,False,False,False
2019-11-19 06:07:15.221,DIH,08,QA34,2019-11-19 06:08:24.577,69.35600000000001,12.0,False,False,False
2019-11-19 06:07:15.620,CHH,11,GA12,2019-11-19 06:15:40.035,504.415,490.0,True,False,False
2019-11-19 06:07:27.573,NTK,01,GA26,2019-11-19 06:07:59.248,31.675,16.0,False,False,False
2019-11-19 06:07:27.573,DIH,10,QA34,2019-11-19 06:08:34.111,66.538,54.0,True,False,False
2019-11-19 06:07:28.967,TIK,7110,QA04,2019-11-19 06:07:49.686,20.719,7.0,False,False,False
2019-11-19 06:07:32.354,KWT,6006,QA21,2019-11-19 06:07:55.064,22.71,6.0,False,False,False
2019-11-19 06:07:36.736,TIK,7108,QA04,2019-11-19 06:07:56.459,19.723,12.0,False,False,False
2019-11-19 06:07:39.127,KWT,6004,QA21,2019-11-19 06:07:59.049,19.922,7.0,False,False,False
2019-11-19 06:07:41.318,NTK,13,GA09,2019-11-19 06:08:03.033,21.715,11.0,False,False,False
2019-11-19 06:07:44.107,NTK,03,GA26,2019-11-19 06:08:02.631,18.524,3.0,False,False,False
2019-11-19 06:07:46.299,KWT,6002,QA21,2019-11-19 06:08:09.010,22.711,10.0,False,False,False
2019-11-19 06:07:48.092,NTK,05,GA26,2019-11-19 06:08:13.194,25.102,11.0,False,False,False
2019-11-19 06:07:48.889,TIK,7106,QA04,2019-11-19 06:08:16.381,27.492,18.0,False,False,False
2019-11-19 06:07:52.674,NTK,15,GA09,2019-11-19 06:08:13.194,20.52,9.0,False,False,False
2019-11-19 06:07:56.459,YAT,7005,GA25,2019-11-19 06:08:14.388,17.929000000000006,6.0,False,False,False
2019-11-19 06:07:56.857,NTK,02,QA21,2019-11-19 06:08:14.787,17.93,8.0,False,False,False
2019-11-19 06:07:59.447,NTK,07,GA26,2019-11-19 06:08:27.736,28.289,11.0,False,False,False
2019-11-19 06:08:02.631,KWT,6001,GA09,2019-11-19 06:08:25.146,22.515,6.0,False,False,False
2019-11-19 06:08:02.834,YAT,7007,GA25,2019-11-19 06:08:38.494,35.66,28.0,False,False,False
2019-11-19 06:08:05.025,NTK,04,QA21,2019-11-19 06:08:29.728,24.703000000000007,7.0,False,False,False
2019-11-19 06:08:07.017,TIK,7104,QA04,2019-11-19 06:08:27.537,20.52,11.0,False,False,False
2019-11-19 06:08:09.607,KWT,6003,GA09,2019-11-19 06:08:29.728,20.121,4.0,False,False,False
2019-11-19 06:08:10.603,NTK,09,GA26,2019-11-19 06:11:18.663,188.06,13.0,False,False,False
2019-11-19 06:08:11.799,TIK,7120,QA07,2019-11-19 06:08:33.513,21.714,4.0,False,False,False
2019-11-19 06:08:12.396,CHH,37,GA14,2019-11-19 06:16:30.637,498.241,478.0,False,False,False
2019-11-19 06:08:12.994,NTK,06,QA21,2019-11-19 06:09:20.747,67.753,51.0,True,False,False
2019-11-19 06:08:13.592,LOF,12,QA33,2019-11-19 06:08:33.712,20.12,12.0,False,False,False
2019-11-19 06:08:14.588,KWT,6005,GA09,2019-11-19 06:08:40.884,26.296,6.0,False,False,False
2019-11-19 06:08:16.580,TIK,7118,QA07,2019-11-19 06:08:35.505,18.925,6.0,False,False,False
2019-11-19 06:08:18.572,TIK,7102,QA04,2019-11-19 06:08:38.494,19.922,12.0,False,False,False
2019-11-19 06:08:20.763,KWT,6007,GA09,2019-11-19 06:09:41.047,80.28399999999998,61.0,True,False,False
2019-11-19 06:08:21.759,DIH,12,QA34,2019-11-19 06:08:45.267,23.508000000000006,10.0,False,False,False
2019-11-19 06:08:23.552,TIK,7116,QA07,2019-11-19 06:08:44.669,21.117,7.0,False,False,False
2019-11-19 06:08:23.952,NTK,11,GA26,2019-11-19 06:11:28.823,184.871,171.0,True,False,False
2019-11-19 06:08:25.744,LOF,14,QA33,2019-11-19 06:08:41.283,15.539,7.0,False,False,False
2019-11-19 06:08:30.126,SKM,14,QA32,2019-11-19 06:08:47.657,17.531,6.0,False,False,False
2019-11-19 06:08:31.127,YAT,7009,GA25,2019-11-19 06:08:52.638,21.511,14.0,False,False,False
2019-11-19 06:08:31.345,YAT,7012,QA04,2019-11-19 06:09:00.407,29.062,27.0,False,False,False
2019-11-19 06:08:31.521,TIK,7114,QA07,2019-11-19 06:08:58.415,26.894,8.0,False,False,False
2019-11-19 06:08:32.318,WTS,02,QA34,2019-11-19 06:08:55.626,23.308000000000003,9.0,False,False,False
2019-11-19 06:08:32.915,KOT,02,QA33,2019-11-19 06:08:48.654,15.739,6.0,False,False,False
2019-11-19 06:08:36.701,SKM,16,QA32,2019-11-19 06:08:51.642,14.941,4.0,False,False,False
2019-11-19 06:08:39.888,KOT,04,QA33,2019-11-19 06:08:56.224,16.336,6.0,False,False,False
2019-11-19 06:08:39.888,TIK,7112C,QA07,2019-11-19 06:14:51.626,371.73800000000006,5.0,False,False,False
2019-11-19 06:08:40.884,SKM,18,QA32,2019-11-19 06:09:00.806,19.922,8.0,False,False,False
2019-11-19 06:08:42.079,WTS,04,QA34,2019-11-19 06:09:06.583,24.504,8.0,False,False,False
2019-11-19 06:08:45.466,TIK,7101,GA25,2019-11-19 06:09:24.513,39.047,27.0,False,False,False
2019-11-19 06:08:45.665,TIK,7112B,QA07,2019-11-19 06:14:58.399,372.734,2.0,False,False,False
2019-11-19 06:08:46.065,KOT,06,QA33,2019-11-19 06:09:09.583,23.518,5.0,False,False,False
2019-11-19 06:08:48.255,TIK,7112A,QA07,2019-11-19 06:15:03.379,375.124,360.0,True,False,False
2019-11-19 06:08:49.052,SKM,20,QA32,2019-11-19 06:09:14.153,25.101,10.0,False,False,False
2019-11-19 06:08:50.646,WTS,06,QA34,2019-11-19 06:09:22.720,32.074,9.0,False,False,False
2019-11-19 06:08:52.040,KOT,08,QA33,2019-11-19 06:10:12.125,80.085,10.0,False,False,False
2019-11-19 06:08:52.638,CHH,28,QA03,2019-11-19 06:11:20.257,147.619,127.0,False,False,False
2019-11-19 06:08:59.212,YAT,7010,QA04,2019-11-19 06:09:16.544,17.332,6.0,False,False,False
2019-11-19 06:09:00.009,WTS,08,QA34,2019-11-19 06:10:15.711,75.702,15.0,False,False,False
2019-11-19 06:09:00.009,SKM,22A,QA32,2019-11-19 06:09:19.550,19.541,2.0,False,False,False
2019-11-19 06:09:02.599,SKM,22B,QA32,2019-11-19 06:10:24.277,81.678,3.0,False,False,False
2019-11-19 06:09:02.599,KOT,10,QA33,2019-11-19 06:10:20.692,78.093,66.0,True,False,False
2019-11-19 06:09:04.591,NTK,08,QA21,2019-11-19 06:09:30.688,26.097,14.0,False,False,False
2019-11-19 06:09:05.587,YAT,7008,QA04,2019-11-19 06:09:32.680,27.093000000000004,10.0,False,False,False
2019-11-19 06:09:06.583,SKM,22C,QA32,2019-11-19 06:10:29.258,82.675,4.0,False,False,False
2019-11-19 06:09:11.563,MOK,32A,QA32,2019-11-19 06:10:34.238,82.675,65.0,True,False,False
2019-11-19 06:09:12.560,TIK,7103,GA25,2019-11-19 06:09:37.462,24.902,13.0,False,False,False
2019-11-19 06:09:15.349,WTS,10,QA34,2019-11-19 06:10:24.676,69.327,57.0,True,False,False
2019-11-19 06:09:16.145,YAT,7006C,QA04,2019-11-19 06:10:47.586,91.441,4.0,False,False,False
2019-11-19 06:09:18.934,NTK,10,QA21,2019-11-19 06:09:39.255,20.321,9.0,False,False,False
2019-11-19 06:09:20.927,YAT,7006B,QA04,2019-11-19 06:10:53.562,92.635,5.0,False,False,False
2019-11-19 06:09:22.122,KWT,6009,GA09,2019-11-19 06:09:45.629,23.507,8.0,False,False,False
2019-11-19 06:09:25.708,TIK,7105,GA25,2019-11-19 06:09:44.434,18.726,9.0,False,False,False
2019-11-19 06:09:26.704,YAT,7006A,QA04,2019-11-19 06:10:59.539,92.835,76.0,True,False,False
2019-11-19 06:09:28.895,NTK,12,QA21,2019-11-19 06:09:42.243,13.348,3.0,False,False,False
2019-11-19 06:09:30.887,KWT,6011,GA09,2019-11-19 06:09:51.008,20.121,7.0,False,False,False
2019-11-19 06:09:32.083,NTK,14,QA21,2019-11-19 06:09:47.622,15.539,6.0,False,False,False
2019-11-19 06:09:34.872,TIK,7107,GA25,2019-11-19 06:09:52.602,17.73,3.0,False,False,False
2019-11-19 06:09:38.059,KWT,6013,GA09,2019-11-19 06:09:59.375,21.316,8.0,False,False,False
