act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-08-04 15:08:40.956,KWT,6005,GC01,2019-08-04 15:09:05.060,24.104,4,False
2019-08-04 15:08:41.154,NTK,10,QC21,2019-08-04 15:09:01.076,19.922,9,False
2019-08-04 15:08:41.952,YAT,7007,GC27,2019-08-04 15:09:13.626,31.674,21,False
2019-08-04 15:08:42.150,YAT,7012,RC24,2019-08-04 15:09:07.451,25.301,16,False
2019-08-04 15:08:42.748,YMT,41,GC09,2019-08-04 15:09:06.654,23.906,9,False
2019-08-04 15:08:43.355,LAT,6104,QC23,2019-08-04 15:09:50.481,67.126,55,True
2019-08-04 15:08:43.355,HOM,02,RC13,2019-08-04 15:09:17.411,34.056,22,False
2019-08-04 15:08:43.546,SKM,22A,RC15,2019-08-04 15:09:05.061,21.515,2,False
2019-08-04 15:08:44.541,NTK,09,GC02,2019-08-04 15:09:51.676,67.135,11,False
2019-08-04 15:08:45.538,KWT,6007,GC01,2019-08-04 15:10:05.422,79.884,61,True
2019-08-04 15:08:45.736,HOM,16,QC12,2019-08-04 15:09:02.271,16.535,4,False
2019-08-04 15:08:46.533,SKM,22B,RC15,2019-08-04 15:09:55.462,68.929,4,False
2019-08-04 15:08:46.732,CHH,06,RC20,2019-08-04 15:09:06.654,19.922,6,False
2019-08-04 15:08:46.931,WTS,14,RC17,2019-08-04 15:09:05.657,18.726,8,False
2019-08-04 15:08:47.130,CHH,15,GC03,2019-08-04 15:09:06.056,18.926,8,False
2019-08-04 15:08:50.119,HOM,18,QC12,2019-08-04 15:09:05.857,15.738,3,False
2019-08-04 15:08:50.119,LOF,11,GC05,2019-08-04 15:09:09.052,18.933,10,False
2019-08-04 15:08:50.716,SKM,22C,RC15,2019-08-04 15:10:01.039,70.323,4,False
2019-08-04 15:08:50.916,DIH,07,GC04,2019-08-04 15:09:16.614,25.698,8,False
2019-08-04 15:08:51.115,NTK,12,QC21,2019-08-04 15:09:04.064,12.949,2,False
2019-08-04 15:08:52.509,MOK,31,GC09,2019-08-04 15:09:16.614,24.105,9,False
2019-08-04 15:08:53.306,HOM,20,QC12,2019-08-04 15:09:16.415,23.109,,False
2019-08-04 15:08:53.705,CHH,08,RC20,2019-08-04 15:09:17.013,23.308,4,False
2019-08-04 15:08:53.705,DIH,12,QC18,2019-08-04 15:09:16.614,22.909,10,False
2019-08-04 15:08:54.103,NTK,14,QC21,2019-08-04 15:09:09.052,14.949,6,False
2019-08-04 15:08:55.298,LOF,02,RC17,2019-08-04 15:09:13.434,18.136,5,False
2019-08-04 15:08:55.497,CHH,17,GC03,2019-08-04 15:09:13.434,17.937,6,False
2019-08-04 15:08:55.497,HOM,20,GC12,2019-08-04 15:09:16.415,20.918,8,False
2019-08-04 15:08:55.697,MOK,32A,RC15,2019-08-04 15:10:08.012,72.315,53,True
2019-08-04 15:08:55.896,NTK,11,GC02,2019-08-04 15:10:02.035,66.139,52,True
2019-08-04 15:08:56.892,YAT,7001,GC28,2019-08-04 15:09:25.381,28.489,11,False
2019-08-04 15:08:58.487,CHH,10,RC20,2019-08-04 15:10:12.992,74.505,57,True
2019-08-04 15:08:59.083,YAT,7010,RC24,2019-08-04 15:09:24.583,25.5,14,False
2019-08-04 15:08:59.665,DIH,09,GC04,2019-08-04 15:09:28.455,28.79,13,False
2019-08-04 15:08:59.665,KOT,11,GC06,2019-08-04 15:09:24.584,24.919,14,False
2019-08-04 15:09:00.876,LOF,13,GC05,2019-08-04 15:09:18.009,17.133,7,False
2019-08-04 15:09:00.877,KOB,02,QC21,2019-08-04 15:09:17.013,16.136,7,False
2019-08-04 15:09:01.275,LOF,04,RC17,2019-08-04 15:09:20.600,19.325,7,False
2019-08-04 15:09:01.673,MOK,33,GC09,2019-08-04 15:09:33.142,31.469,10,False
2019-08-04 15:09:01.872,CHH,19,GC03,2019-08-04 15:09:20.001,18.129,7,False
2019-08-04 15:09:03.865,YAT,7009,GC27,2019-08-04 15:09:30.360,26.495,17,False
2019-08-04 15:09:04.263,WTS,02,QC18,2019-08-04 15:09:26.177,21.914,9,False
2019-08-04 15:09:04.264,WHA,02,GC12,2019-08-04 15:09:23.786,19.522,6,False
2019-08-04 15:09:06.056,HOM,04,RC13,2019-08-04 15:09:33.946,27.89,14,False
2019-08-04 15:09:08.052,YAT,7003A,GC28,2019-08-04 15:10:10.403,62.351,4,False
2019-08-04 15:09:08.247,KOB,04,QC21,2019-08-04 15:09:25.181,16.934,7,False
2019-08-04 15:09:08.845,WTS,01,GC05,2019-08-04 15:09:27.173,18.328,9,False
2019-08-04 15:09:09.229,LOF,06,RC17,2019-08-04 15:09:35.141,25.912,8,False
2019-08-04 15:09:09.229,CHH,21,GC03,2019-08-04 15:09:26.575,17.346,6,False
2019-08-04 15:09:10.239,SKM,01,GC07,2019-08-04 15:09:36.536,26.297,13,False
2019-08-04 15:09:11.235,WHA,04,GC12,2019-08-04 15:09:36.934,25.699,6,False
2019-08-04 15:09:12.232,MOK,35,GC09,2019-08-04 15:10:20.164,67.932,12,False
2019-08-04 15:09:13.021,YAT,7003B,GC28,2019-08-04 15:10:14.586,61.565,3,False
2019-08-04 15:09:13.434,TIK,7120,RC26,2019-08-04 15:09:39.458,26.024,5,False
2019-08-04 15:09:13.434,YAT,7008,RC24,2019-08-04 15:09:40.719,27.285,9,False
2019-08-04 15:09:13.627,CHH,01,GC04,2019-08-04 15:09:37.134,23.507,8,False
2019-08-04 15:09:13.627,WTS,04,QC18,2019-08-04 15:09:37.135,23.508,8,False
2019-08-04 15:09:14.622,KOT,13,GC06,2019-08-04 15:09:33.142,18.52,7,False
2019-08-04 15:09:15.818,KOB,06,QC21,2019-08-04 15:09:40.122,24.304,7,False
2019-08-04 15:09:16.017,KWT,6006,RC22,2019-08-04 15:09:38.329,22.312,6,False
2019-08-04 15:09:16.217,KOB,01,GC03,2019-08-04 15:09:33.548,17.331,7,False
2019-08-04 15:09:16.788,YAT,7003C,GC28,2019-08-04 15:10:16.578,59.79,6,False
2019-08-04 15:09:18.009,WHA,06,GC12,2019-08-04 15:11:41.062,143.053,124,True
2019-08-04 15:09:18.009,KOT,12,QC16,2019-08-04 15:09:43.508,25.499,13,False
2019-08-04 15:09:18.208,LOF,08,RC17,2019-08-04 15:10:34.508,76.3,10,False
2019-08-04 15:09:18.209,WTS,03,GC05,2019-08-04 15:09:42.712,24.503,5,False
2019-08-04 15:09:18.807,TIK,7118,RC26,2019-08-04 15:09:44.505,25.698,8,False
2019-08-04 15:09:20.997,HOM,06,RC13,2019-08-04 15:09:58.051,37.054,20,False
2019-08-04 15:09:20.998,TIK,7101,GC27,2019-08-04 15:10:02.456,41.458,31,False
2019-08-04 15:09:21.993,WTS,06,QC18,2019-08-04 15:09:52.637,30.644,8,False
2019-08-04 15:09:22.347,KOT,15,GC06,2019-08-04 15:09:41.716,19.369,7,False
2019-08-04 15:09:22.347,CHH,03,GC04,2019-08-04 15:09:43.508,21.161,6,False
2019-08-04 15:09:22.989,KWT,6004,RC22,2019-08-04 15:09:42.114,19.125,6,False
2019-08-04 15:09:23.188,YAT,7003D,GC28,2019-08-04 15:10:20.526,57.338,44,True
2019-08-04 15:09:23.189,YAT,7006C,RC24,2019-08-04 15:10:46.660,83.471,14,False
2019-08-04 15:09:23.242,SKM,03,GC07,2019-08-04 15:09:45.102,21.86,7,False
2019-08-04 15:09:23.389,KOB,03,GC03,2019-08-04 15:09:40.719,17.33,6,False
2019-08-04 15:09:23.587,KOB,08,QC21,2019-08-04 15:10:42.675,79.088,11,False
2019-08-04 15:09:24.185,WTS,05,GC05,2019-08-04 15:10:39.090,74.905,60,True
2019-08-04 15:09:24.583,MOK,37,GC09,2019-08-04 15:10:24.547,59.964,44,True
2019-08-04 15:09:27.770,TIK,7116,RC26,2019-08-04 15:09:59.453,31.683,11,False
2019-08-04 15:09:28.766,LOF,10,RC17,2019-08-04 15:10:43.074,74.308,62,True
2019-08-04 15:09:28.966,CHH,05,GC04,2019-08-04 15:09:50.680,21.714,7,False
2019-08-04 15:09:29.165,KWT,6002,RC22,2019-08-04 15:09:51.278,22.113,10,False
2019-08-04 15:09:29.763,LOF,01,GC06,2019-08-04 15:09:50.680,20.917,7,False
2019-08-04 15:09:30.161,WTS,08,QC18,2019-08-04 15:10:44.468,74.307,15,False
2019-08-04 15:09:30.360,KOB,05,GC03,2019-08-04 15:09:50.680,20.32,9,False
2019-08-04 15:09:31.158,SKM,05,GC07,2019-08-04 15:09:53.668,22.51,8,False
2019-08-04 15:09:31.555,KOT,14,QC16,2019-08-04 15:09:52.636,21.081,9,False
2019-08-04 15:09:31.708,HOM,13,GC10,2019-08-04 15:09:55.860,24.152,7,False
