act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-08-04 12:08:33.908,NTK,12,QC05,2019-08-04 12:08:48.252,14.344,3,False
2019-08-04 12:08:34.917,LOF,03,GC18,2019-08-04 12:08:50.642,15.725,5,False
2019-08-04 12:08:35.414,SKM,02,RC28,2019-08-04 12:08:52.037,16.623,5,False
2019-08-04 12:08:36.507,KOT,09,GC19,2019-08-04 12:10:04.153,87.646,71,True
2019-08-04 12:08:37.096,DIH,08,QC03,2019-08-04 12:09:50.009,72.913,12,False
2019-08-04 12:08:37.295,NTK,14,QC05,2019-08-04 12:08:54.029,16.734,6,False
2019-08-04 12:08:37.893,CHH,07,GC16,2019-08-04 12:08:51.554,13.661,2,False
2019-08-04 12:08:39.287,TIK,7106,QC09,2019-08-04 12:09:05.316,26.029,15,False
2019-08-04 12:08:39.433,YAT,7003D,GC12,2019-08-04 12:09:41.365,61.932,58,True
2019-08-04 12:08:39.486,WTS,11,GC17,2019-08-04 12:09:00.205,20.719,7,False
2019-08-04 12:08:40.283,LOF,05,GC18,2019-08-04 12:09:04.588,24.305,6,False
2019-08-04 12:08:40.482,CHH,09B,GC16,2019-08-04 12:09:08.572,28.09,8,False
2019-08-04 12:08:40.683,MOK,42,RC26,2019-08-04 12:09:05.783,25.1,9,False
2019-08-04 12:08:41.279,SKM,04,RC28,2019-08-04 12:08:59.209,17.93,7,False
2019-08-04 12:08:41.877,KOT,02,QC01,2019-08-04 12:09:02.198,20.321,9,False
2019-08-04 12:08:42.674,CHH,04,RC04,2019-08-04 12:09:04.588,21.914,10,False
2019-08-04 12:08:42.873,KWT,6015,GC13,2019-08-04 12:09:11.123,28.25,12,False
2019-08-04 12:08:43.869,KOB,02,QC05,2019-08-04 12:09:04.588,20.719,9,False
2019-08-04 12:08:46.658,LOF,07,GC18,2019-08-04 12:09:56.583,69.925,11,False
2019-08-04 12:08:47.256,DIH,01,GC17,2019-08-04 12:09:12.158,24.902,8,False
2019-08-04 12:08:48.650,HOM,13,GC22,2019-08-04 12:09:12.357,23.707,6,False
2019-08-04 12:08:48.849,CHH,11,GC16,2019-08-04 12:10:03.100,74.251,59,True
2019-08-04 12:08:49.248,SKM,06,RC28,2019-08-04 12:09:06.580,17.332,6,False
