act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-11-28 00:40:52.567,YMT,60,NT85,2019-11-28 00:41:05.716,13.149,4,False
2019-11-28 00:40:57.548,YMT,39,NT85,2019-11-28 00:41:12.091,14.543,4,False
2019-11-28 00:41:01.731,YMT,37,NT85,2019-11-28 00:41:25.637,23.906,9,False
2019-11-28 00:41:11.095,YMT,35,NT85,2019-11-28 00:43:59.632,168.537,152,True
2019-11-28 00:43:43.097,YMT,37,NT85,2019-11-28 00:44:09.195,26.098,16,False
2019-11-28 00:43:59.433,YMT,39,NT85,2019-11-28 00:44:24.136,24.703,16,False
2019-11-28 00:44:16.167,YMT,41,NT85,2019-11-28 00:44:47.648,31.481,21,False
2019-11-28 00:44:37.483,MOK,31,NT85,2019-11-28 00:45:09.757,32.274,21,False
2019-11-28 00:44:59.397,MOK,33,NT85,2019-11-28 00:45:36.252,36.855,27,False
2019-11-28 00:45:26.491,MOK,35,NT85,2019-11-28 01:32:32.776,2826.285,37,False
2019-11-28 00:46:03.546,MOK,37,NT85,,,2776,True
2019-11-28 00:52:57.518,MOK,43,KT83,2019-11-28 00:53:11.264,13.746,8,False
2019-11-28 00:53:06.084,MOK,45,KT83,2019-11-28 00:53:24.213,18.129,13,False
2019-11-28 00:53:20.029,MOK,47,KT83,2019-11-28 00:54:22.185,62.156,51,True
2019-11-28 00:54:11.826,SKM,01,KT83,2019-11-28 00:54:37.724,25.898,19,False
2019-11-28 00:54:31.548,SKM,03,KT83,2019-11-28 00:54:49.677,18.129,13,False
2019-11-28 00:54:44.696,SKM,05,KT83,2019-11-28 00:54:59.239,14.543,10,False
2019-11-28 00:54:55.056,SKM,07,KT83,2019-11-28 00:55:08.671,13.615,9,False
2019-11-28 00:55:04.618,SKM,09,KT83,2019-11-28 00:55:13.184,8.566,4,False
2019-11-28 00:55:09.399,SKM,11,KT83,2019-11-28 00:55:19.161,9.762,4,False
2019-11-28 00:55:14.380,SKM,13,KT83,2019-11-28 00:55:39.680,25.3,19,True
2019-11-28 00:55:34.102,SKM,15,KT83,2019-11-28 00:55:50.657,16.555,12,False
2019-11-28 00:55:47.051,SKM,17,KT83,2019-11-28 00:56:01.196,14.145,11,False
2019-11-28 00:55:58.606,SKM,19,KT83,2019-11-28 00:56:09.762,11.156,7,False
2019-11-28 00:56:06.195,SKM,21,KT83,2019-11-28 00:56:18.142,11.947,8,False
2019-11-28 00:56:14.942,KOT,01,KT83,2019-11-28 00:56:26.695,11.753,8,False
2019-11-28 00:56:23.707,KOT,03,KT83,2019-11-28 00:56:35.262,11.555,7,False
2019-11-28 00:56:31.676,KOT,05,KT83,2019-11-28 00:56:43.230,11.554,7,False
2019-11-28 00:56:39.445,KOT,07,KT83,2019-11-28 00:56:51.797,12.352,8,False
2019-11-28 00:56:48.012,KOT,09,KT83,2019-11-28 00:57:05.742,17.73,14,True
2019-11-28 00:57:02.156,KOT,11,KT83,2019-11-28 00:57:16.699,14.543,11,False
2019-11-28 00:57:13.976,KOT,13,KT83,2019-11-28 00:57:27.257,13.281,9,False
2019-11-28 00:57:23.671,KOT,15,KT83,2019-11-28 00:57:36.673,13.002,8,False
2019-11-28 00:57:32.636,LOF,01,KT83,2019-11-28 00:57:45.637,13.001,9,False
2019-11-28 00:57:42.398,LOF,03,KT83,2019-11-28 00:57:54.152,11.754,7,False
2019-11-28 00:57:50.167,LOF,05,KT83,2019-11-28 00:58:03.157,12.99,9,False
2019-11-28 00:57:59.929,LOF,07,KT83,2019-11-28 00:58:13.123,13.194,9,False
2019-11-28 00:58:09.491,LOF,09,KT83,2019-11-28 00:58:24.233,14.742,11,True
2019-11-28 00:58:21.046,LOF,11,KT83,2019-11-28 00:58:35.589,14.543,11,False
2019-11-28 00:58:32.999,LOF,13,KT83,2019-11-28 00:58:46.150,13.151,9,False
2019-11-28 00:58:42.401,WTS,01,KT83,2019-11-28 00:58:56.116,13.715,11,False
2019-11-28 00:58:54.116,WTS,03,KT83,2019-11-28 00:59:05.670,11.554,7,False
2019-11-28 00:59:01.487,WTS,05,KT83,2019-11-28 00:59:19.217,17.73,14,True
