act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-11-05 00:29:35.395,LAT,6108,HA39,2019-11-05 00:30:03.085,27.69,7,False
2019-11-05 00:29:40.573,CHH,33,NT84,2019-11-05 00:30:13.444,32.871,28,False
2019-11-05 00:29:42.565,LAT,6106,HA39,2019-11-05 00:30:11.253,28.688,8,False
2019-11-05 00:29:51.331,LAT,6104,HA39,2019-11-05 00:30:19.421,28.09,11,True
2019-11-05 00:30:02.487,LAT,6102,HA39,2019-11-05 00:30:25.061,22.574,6,False
2019-11-05 00:30:08.663,CHH,31,NT84,2019-11-05 00:30:24.800,16.137,12,False
2019-11-05 00:30:09.260,KWT,6016,HA39,2019-11-05 00:30:38.347,29.087,14,False
2019-11-05 00:30:21.014,CHH,29,NT84,2019-11-05 00:30:31.971,10.957,8,False
2019-11-05 00:30:23.604,KWT,6014,HA39,2019-11-05 00:30:49.304,25.7,11,False
2019-11-05 00:30:29.183,CHH,27,NT84,2019-11-05 00:30:42.331,13.148,9,False
2019-11-05 00:30:35.358,KWT,6012,HA39,2019-11-05 00:31:01.655,26.297,12,False
2019-11-05 00:30:38.347,CHH,25,NT84,2019-11-05 00:31:02.851,24.504,21,False
2019-11-05 00:30:47.511,KWT,6010,HA39,2019-11-05 00:31:11.417,23.906,9,False
2019-11-05 00:30:56.874,KWT,6008,HA39,2019-11-05 00:31:24.366,27.492,13,True
2019-11-05 00:30:59.862,CHH,23A,NT84,,,22,False
2019-11-05 00:31:10.620,KWT,6006,HA39,2019-11-05 00:31:28.151,17.531,3,False
2019-11-05 00:31:14.605,KWT,6004,HA39,2019-11-05 00:31:32.136,17.531,5,False
2019-11-05 00:31:19.784,KWT,6002,HA39,2019-11-05 00:31:41.698,21.914,10,False
2019-11-05 00:31:22.175,CHH,16,NT84,2019-11-05 00:31:28.948,6.773,3,False
2019-11-05 00:31:25.960,CHH,18,NT84,2019-11-05 00:31:36.320,10.36,6,False
2019-11-05 00:31:29.944,NTK,02,HA39,2019-11-05 00:31:48.273,18.329,8,False
2019-11-05 00:31:32.534,CHH,20,NT84,2019-11-05 00:31:46.841,14.307,10,False
2019-11-05 00:31:38.511,NTK,04,HA39,2019-11-05 00:31:56.441,17.93,7,False
2019-11-05 00:31:42.695,DIH,02,NT84,2019-11-05 00:32:03.812,21.117,16,False
2019-11-05 00:31:46.081,NTK,06,HA39,2019-11-05 00:32:09.988,23.907,11,True
2019-11-05 00:31:57.238,NTK,08,HA39,2019-11-05 00:32:26.324,29.086,9,False
2019-11-05 00:31:59.628,DIH,04,NT84,2019-11-05 00:32:26.324,26.696,21,False
2019-11-05 00:32:07.199,NTK,10,HA39,2019-11-05 00:32:46.244,39.045,16,False
2019-11-05 00:32:20.945,DIH,06,NT84,2019-11-05 00:32:46.244,25.299,21,False
2019-11-05 00:32:23.535,NTK,12,HA39,2019-11-05 00:33:00.390,36.855,5,False
2019-11-05 00:32:29.113,NTK,14,HA39,2019-11-05 00:36:24.790,235.677,9,False
2019-11-05 00:32:38.891,NTK,16,HA39,2019-11-05 00:37:14.395,275.504,,False
2019-11-05 00:32:42.460,DIH,08,NT84,2019-11-05 00:33:00.988,18.528,15,False
2019-11-05 00:32:46.445,CHH,37,RT89,2019-11-05 00:37:58.821,312.376,294,False
2019-11-05 00:32:58.199,DIH,10,NT84,2019-11-05 00:33:16.328,18.129,14,True
2019-11-05 00:33:12.942,DIH,12,NT84,2019-11-05 00:33:32.863,19.921,16,False
2019-11-05 00:33:29.676,WTS,02,NT84,2019-11-05 00:33:49.398,19.722,15,False
2019-11-05 00:33:45.414,WTS,04,NT84,2019-11-05 00:34:04.340,18.926,15,False
2019-11-05 00:34:00.754,WTS,06,NT84,2019-11-05 00:34:19.879,19.125,14,False
2019-11-05 00:34:15.496,WTS,08,NT84,2019-11-05 00:34:35.817,20.321,17,False
2019-11-05 00:34:32.828,WTS,10,NT84,2019-11-05 00:34:50.360,17.532,14,True
2019-11-05 00:34:36.215,DIH,07,KS41,2019-11-05 00:35:07.293,31.078,8,False
2019-11-05 00:34:45.180,DIH,09,KS41,2019-11-05 00:35:18.250,33.07,18,False
2019-11-05 00:34:47.571,WTS,12,NT84,2019-11-05 00:35:06.895,19.324,15,False
2019-11-05 00:35:03.508,WTS,14,NT84,2019-11-05 00:35:21.836,18.328,15,False
2019-11-05 00:35:03.907,CHH,01,KS41,2019-11-05 00:35:40.961,37.054,8,False
2019-11-05 00:35:12.473,CHH,03,KS41,2019-11-05 00:35:50.325,37.852,6,False
2019-11-05 00:35:18.649,LOF,02,NT84,2019-11-05 00:35:38.770,20.121,15,False
2019-11-05 00:35:18.649,CHH,05,KS41,2019-11-05 00:35:56.301,37.652,11,False
2019-11-05 00:35:27.813,DIH,01,KS44,2019-11-05 00:36:02.876,35.063,11,False
2019-11-05 00:35:29.805,CHH,07,KS41,2019-11-05 00:35:58.891,29.086,14,False
2019-11-05 00:35:33.989,LOF,04,NT84,2019-11-05 00:35:56.899,22.91,18,False
2019-11-05 00:35:39.168,DIH,03,KS44,2019-11-05 00:40:34.810,295.642,12,False
2019-11-05 00:35:44.547,CHH,22,KS41,2019-11-05 00:36:05.266,20.719,5,False
2019-11-05 00:35:44.547,NTK,17,VT87,2019-11-05 00:37:33.321,108.774,98,False
2019-11-05 00:35:50.525,CHH,23A,KS41,,,5,False
2019-11-05 00:35:52.118,DIH,05,KS44,2019-11-05 00:40:43.775,291.657,279,True
2019-11-05 00:35:52.118,LOF,06,NT84,2019-11-05 00:36:21.403,29.285,24,False
2019-11-05 00:35:56.102,CHH,25,KS41,2019-11-05 00:36:49.294,53.192,35,False
2019-11-05 00:36:16.622,LOF,08,NT84,2019-11-05 00:36:37.938,21.316,18,False
2019-11-05 00:36:31.165,CHH,27,KS41,2019-11-05 00:36:56.294,25.129,8,False
2019-11-05 00:36:34.751,LOF,10,NT84,2019-11-05 00:36:52.880,18.129,15,True
2019-11-05 00:36:39.931,CHH,36,KS41,2019-11-05 00:37:04.833,24.902,6,False
2019-11-05 00:36:46.505,CHH,34,KS41,2019-11-05 00:37:15.392,28.887,7,False
2019-11-05 00:36:50.091,LOF,12,NT84,2019-11-05 00:37:09.415,19.324,16,False
2019-11-05 00:36:53.677,CHH,32,KS41,2019-11-05 00:37:38.899,45.222,22,False
2019-11-05 00:37:07.024,LOF,14,NT84,2019-11-05 00:37:26.349,19.325,16,False
2019-11-05 00:37:15.989,CHH,30,KS41,2019-11-05 00:37:49.282,33.293,11,False
2019-11-05 00:37:23.161,NTK,01,VT87,2019-11-05 00:37:59.818,36.657,31,False
2019-11-05 00:37:23.759,KOT,02,NT84,2019-11-05 00:37:41.888,18.129,15,False
2019-11-05 00:37:27.743,CHH,28,KS41,2019-11-05 00:39:19.306,111.563,,False
2019-11-05 00:37:38.899,KOT,04,NT84,2019-11-05 00:37:56.232,17.333,14,False
2019-11-05 00:37:41.290,CHH,35,RT89,2019-11-05 00:38:12.368,31.078,19,False
2019-11-05 00:37:53.243,KOT,06,NT84,2019-11-05 00:38:09.380,16.137,12,False
2019-11-05 00:37:54.837,NTK,03,VT87,2019-11-05 00:38:05.794,10.957,6,False
2019-11-05 00:38:01.013,CHH,33,RT89,2019-11-05 00:38:42.849,41.836,28,False
2019-11-05 00:38:01.212,NTK,05,VT87,2019-11-05 00:38:21.333,20.121,16,False
2019-11-05 00:38:05.993,KOT,08,NT84,2019-11-05 00:38:23.325,17.332,14,False
2019-11-05 00:38:17.747,NTK,07,VT87,2019-11-05 00:38:36.474,18.727,15,False
2019-11-05 00:38:20.338,KOT,10,NT84,2019-11-05 00:38:37.470,17.132,14,True
2019-11-05 00:38:29.103,CHH,31,RT89,2019-11-05 00:38:56.396,27.293,15,False
2019-11-05 00:38:33.087,NTK,09,VT87,2019-11-05 00:38:51.277,18.19,14,False
2019-11-05 00:38:34.681,KOT,12,NT84,2019-11-05 00:38:55.798,21.117,18,False
2019-11-05 00:38:44.244,CHH,29,RT89,2019-11-05 00:39:05.958,21.714,9,False
2019-11-05 00:38:47.829,NTK,11,VT87,2019-11-05 00:39:05.958,18.129,14,True
2019-11-05 00:38:53.408,KOT,14,NT84,2019-11-05 00:39:10.740,17.332,14,False
2019-11-05 00:38:53.806,CHH,27,RT89,2019-11-05 00:39:18.310,24.504,13,False
2019-11-05 00:39:02.572,NTK,13,VT87,2019-11-05 00:39:21.498,18.926,15,False
2019-11-05 00:39:07.552,CHH,25,RT89,2019-11-05 00:39:44.238,36.686,25,False
