act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-11-21 14:34:30.297,KWT,6001,GA07,2019-11-21 14:34:50.817,20.52,7,False
2019-11-21 14:34:33.086,CHH,05,GA09,2019-11-21 14:34:49.622,16.536,5,False
2019-11-21 14:34:37.469,KWT,6003,GA07,2019-11-21 14:34:55.598,18.129,4,False
2019-11-21 14:34:37.867,NTK,12,QA01,2019-11-21 14:34:50.817,12.95,3,False
2019-11-21 14:34:38.465,KWT,6014,QA02,2019-11-21 14:35:02.371,23.906,11,False
2019-11-21 14:34:38.618,CHH,07,GA09,2019-11-21 14:34:52.211,13.593,2,False
2019-11-21 14:34:40.258,SKM,01,GA12,2019-11-21 14:35:05.758,25.5,11,False
2019-11-21 14:34:41.254,CHH,09B,GA09,2019-11-21 14:35:08.149,26.895,8,False
2019-11-21 14:34:41.361,NTK,14,QA01,2019-11-21 14:34:56.195,14.834,5,False
2019-11-21 14:34:41.852,KWT,6005,GA07,2019-11-21 14:35:06.754,24.902,5,False
2019-11-21 14:34:41.852,YAT,7008,QA03,2019-11-21 14:35:07.352,25.5,8,False
2019-11-21 14:34:42.251,TIK,7117,QA05,2019-11-21 14:35:05.360,23.109,8,False
2019-11-21 14:34:43.246,WTS,07,GA10,2019-11-21 14:35:06.156,22.91,13,False
2019-11-21 14:34:45.238,KOT,12,QA18,2019-11-21 14:35:10.738,25.5,13,False
2019-11-21 14:34:46.434,HOM,14,QA15,2019-11-21 14:35:09.344,22.91,8,False
2019-11-21 14:34:47.031,KWT,6007,GA07,2019-11-21 14:36:10.106,83.075,64,True
2019-11-21 14:34:47.031,KOB,02,QA01,2019-11-21 14:35:04.763,17.732,7,False
2019-11-21 14:34:49.820,KWT,6012,QA02,2019-11-21 14:35:14.524,24.704,9,False
2019-11-21 14:34:50.020,CHH,11,GA09,2019-11-21 14:36:04.727,74.707,60,True
2019-11-21 14:34:50.367,YAT,7005,GA06,2019-11-21 14:35:11.336,20.969,12,False
2019-11-21 14:34:50.418,TIK,7149,QA05,2019-11-21 14:35:10.340,19.922,3,False
2019-11-21 14:34:50.525,YAT,7006C,QA03,2019-11-21 14:35:59.348,68.823,5,False
2019-11-21 14:34:51.215,YMT,37,GA13,2019-11-21 14:35:11.735,20.52,6,False
2019-11-21 14:34:52.012,SKM,03,GA12,2019-11-21 14:35:14.324,22.312,8,False
2019-11-21 14:34:53.805,TIK,7118,QA05,2019-11-21 14:35:19.505,25.7,2,False
2019-11-21 14:34:54.403,KOB,04,QA01,2019-11-21 14:35:12.732,18.329,8,False
2019-11-21 14:34:54.602,HOM,16,QA15,2019-11-21 14:35:12.133,17.531,4,False
2019-11-21 14:34:55.399,KOT,11,GA11,2019-11-21 14:35:19.703,24.304,14,False
2019-11-21 14:34:55.996,YAT,7006B,QA03,2019-11-21 14:36:05.325,69.329,7,False
2019-11-21 14:34:55.997,TIK,7116,QA05,2019-11-21 14:37:21.426,145.429,18,False
2019-11-21 14:34:57.192,WTS,09,GA10,2019-11-21 14:35:14.724,17.532,8,False
2019-11-21 14:34:57.989,YMT,39,GA13,2019-11-21 14:35:18.643,20.654,6,False
2019-11-21 14:34:58.985,HOM,18,QA15,2019-11-21 14:35:15.121,16.136,4,False
2019-11-21 14:34:59.184,KOT,14,QA18,2019-11-21 14:35:20.102,20.918,9,False
2019-11-21 14:34:59.582,KWT,6010,QA02,2019-11-21 14:35:30.063,30.481,8,False
2019-11-21 14:35:00.977,SKM,05,GA12,2019-11-21 14:35:23.289,22.312,8,False
2019-11-21 14:35:00.977,CHH,12,QA20,2019-11-21 14:35:23.688,22.711,9,False
2019-11-21 14:35:02.969,YAT,7007,GA06,2019-11-21 14:35:33.250,30.281,21,False
2019-11-21 14:35:03.168,YAT,7006A,QA03,2019-11-21 14:36:09.508,66.34,51,True
2019-11-21 14:35:03.299,HOM,20,QA15,2019-11-21 14:35:27.871,24.572,,False
2019-11-21 14:35:03.299,KOB,06,QA01,2019-11-21 14:35:27.672,24.373,8,False
2019-11-21 14:35:04.961,YMT,41,GA13,2019-11-21 14:35:29.267,24.306,10,False
2019-11-21 14:35:05.160,HOM,20,GA15,2019-11-21 14:35:27.871,22.711,10,False
2019-11-21 14:35:05.361,WTS,11,GA10,2019-11-21 14:35:22.293,16.932,6,False
2019-11-21 14:35:08.348,KOT,16,QA18,2019-11-21 14:35:29.267,20.919,8,False
2019-11-21 14:35:08.348,WTS,12,QA19,2019-11-21 14:35:28.669,20.321,10,False
2019-11-21 14:35:08.548,KWT,6008,QA02,2019-11-21 14:36:24.250,75.702,57,True
2019-11-21 14:35:09.543,SKM,07,GA12,2019-11-21 14:35:31.258,21.715,8,False
2019-11-21 14:35:09.942,KOT,13,GA11,2019-11-21 14:35:27.274,17.332,9,False
2019-11-21 14:35:10.539,CHH,14,QA20,2019-11-21 14:35:28.669,18.13,6,False
2019-11-21 14:35:11.535,KOB,08,QA01,2019-11-21 14:36:22.670,71.135,11,False
2019-11-21 14:35:12.332,MOK,32B,QA17,2019-11-21 14:35:34.246,21.914,6,False
2019-11-21 14:35:12.333,DIH,01,GA10,2019-11-21 14:35:34.246,21.913,6,False
2019-11-21 14:35:14.524,TIK,7114,QA05,2019-11-21 14:37:36.368,141.844,121,False
2019-11-21 14:35:15.121,HOM,13,GA14,2019-11-21 14:35:38.629,23.508,7,False
2019-11-21 14:35:15.321,MOK,31,GA13,2019-11-21 14:35:37.634,22.313,9,False
2019-11-21 14:35:15.321,WHA,02,GA15,2019-11-21 14:35:35.043,19.722,7,False
2019-11-21 14:35:16.117,YMT,42,QA16,2019-11-21 14:35:36.637,20.52,8,False
2019-11-21 14:35:17.113,SKM,02,QA18,2019-11-21 14:35:38.231,21.118,8,False
2019-11-21 14:35:17.313,CHH,16,QA20,2019-11-21 14:35:31.657,14.344,3,False
2019-11-21 14:35:18.309,SKM,09,GA12,2019-11-21 14:35:36.239,17.93,3,False
2019-11-21 14:35:18.508,WTS,14,QA19,2019-11-21 14:35:36.239,17.731,7,False
