act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-12-21 02:52:04.327,TIK,7109B,GT89,,,364,False
2019-12-21 02:58:08.601,TIK,7111,GT89,2019-12-21 03:18:00.350,1191.749,57,False
2019-12-21 02:59:06.190,TIK,7113,GT89,2019-12-21 03:28:17.350,1751.16,1720,False
2019-12-21 03:07:12.561,KWT,6005,KT91,2019-12-21 03:23:12.335,959.774,810,False
2019-12-21 03:20:42.561,KWT,6003,KT91,2019-12-21 03:25:48.329,305.768,137,False
2019-12-21 03:22:59.981,KWT,6001,KT91,2019-12-21 03:41:19.241,1099.26,317,False
2019-12-21 03:27:46.676,TIK,7115,GT89,2019-12-21 03:29:08.341,81.665,55,False
2019-12-21 03:28:17.748,NTK,15,KT91,,,,False
2019-12-21 03:28:42.646,TIK,7117,GT89,2019-12-21 03:37:38.141,535.495,,False
