act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-08-04 01:36:14.696,DIH,10,NT86,2019-08-04 01:36:33.422,18.726,15,True
2019-08-04 01:36:19.278,MOK,45,VT80,2019-08-04 01:37:11.869,52.591,45,False
2019-08-04 01:36:29.836,DIH,12,NT86,2019-08-04 01:36:51.351,21.515,16,False
2019-08-04 01:36:32.039,NTK,02,HD04,2019-08-04 01:39:35.303,183.264,153,False
2019-08-04 01:36:34.041,CHH,37,LS67,2019-08-04 01:43:42.348,428.307,408,False
2019-08-04 01:36:41.789,WTS,07,KS90,2019-08-04 01:37:05.296,23.507,13,False
2019-08-04 01:36:44.777,YMT,42,RT85,2019-08-04 01:37:00.913,16.136,8,False
2019-08-04 01:36:46.769,WTS,02,NT86,2019-08-04 01:37:05.694,18.925,15,False
2019-08-04 01:36:52.944,YMT,44,RT85,2019-08-04 01:37:17.447,24.503,16,False
2019-08-04 01:36:55.336,WTS,09,KS90,2019-08-04 01:37:13.862,18.526,9,False
2019-08-04 01:37:02.307,WTS,04,NT86,2019-08-04 01:37:19.838,17.531,13,False
2019-08-04 01:37:04.499,MOK,47,VT80,2019-08-04 01:37:28.802,24.303,18,True
2019-08-04 01:37:04.698,WTS,11,KS90,2019-08-04 01:37:21.830,17.132,6,False
2019-08-04 01:37:09.678,HOM,02,RT85,2019-08-04 01:37:49.521,39.843,31,False
2019-08-04 01:37:11.670,DIH,01,KS90,2019-08-04 01:37:33.783,22.113,6,False
2019-08-04 01:37:15.654,WTS,06,NT86,2019-08-04 01:37:34.380,18.726,13,False
2019-08-04 01:37:18.643,DIH,03,KS90,2019-08-04 01:38:01.872,43.229,8,False
2019-08-04 01:37:22.826,SKM,01,VT80,2019-08-04 01:37:38.763,15.937,10,False
2019-08-04 01:37:27.408,DIH,05,KS90,2019-08-04 01:38:11.832,44.424,29,True
2019-08-04 01:37:29.400,WTS,08,NT86,2019-08-04 01:37:49.919,20.519,16,False
2019-08-04 01:37:32.986,SKM,03,VT80,2019-08-04 01:37:49.919,16.933,10,False
2019-08-04 01:37:33.584,NTK,17,FS69,2019-08-04 01:40:42.447,188.863,168,False
2019-08-04 01:37:41.552,HOM,04,RT85,2019-08-04 01:38:07.051,25.499,17,False
2019-08-04 01:37:43.743,SKM,05,VT80,2019-08-04 01:38:00.739,16.996,10,False
2019-08-04 01:37:45.935,WTS,10,NT86,2019-08-04 01:38:04.860,18.925,15,True
2019-08-04 01:37:54.302,SKM,07,VT80,2019-08-04 01:38:12.244,17.942,11,False
2019-08-04 01:37:57.291,DIH,07,KS90,2019-08-04 01:38:20.199,22.908,9,False
2019-08-04 01:37:59.481,HOM,06,RT85,2019-08-04 01:38:33.547,34.066,25,False
2019-08-04 01:38:01.275,WTS,12,NT86,2019-08-04 01:38:21.195,19.92,16,False
2019-08-04 01:38:05.458,SKM,09,VT80,2019-08-04 01:38:18.406,12.948,6,False
2019-08-04 01:38:06.852,DIH,09,KS90,2019-08-04 01:38:29.363,22.511,11,False
2019-08-04 01:38:11.036,NTK,14,HD27,2019-08-04 01:39:43.272,92.236,9,False
2019-08-04 01:38:11.633,SKM,11,VT80,2019-08-04 01:38:25.379,13.746,7,False
2019-08-04 01:38:17.809,WTS,14,NT86,2019-08-04 01:38:37.332,19.523,15,False
2019-08-04 01:38:18.207,CHH,01,KS90,2019-08-04 01:38:35.738,17.531,6,False
2019-08-04 01:38:18.805,SKM,13,VT80,2019-08-04 01:38:43.308,24.503,18,True
2019-08-04 01:38:20.996,NTK,16,HD27,2019-08-04 01:40:30.767,129.771,,False
2019-08-04 01:38:24.582,CHH,03,KS90,2019-08-04 01:38:41.317,16.735,4,False
2019-08-04 01:38:24.582,HOM,08,RT85,2019-08-04 01:39:15.979,51.397,38,False
2019-08-04 01:38:29.562,CHH,05,KS90,2019-08-04 01:38:47.293,17.731,5,False
2019-08-04 01:38:33.148,LOF,02,NT86,2019-08-04 01:38:56.855,23.707,16,False
2019-08-04 01:38:35.140,CHH,07,KS90,2019-08-04 01:38:50.281,15.141,3,False
2019-08-04 01:38:36.136,MOK,43,VT81,2019-08-04 01:38:51.277,15.141,8,False
2019-08-04 01:38:37.332,SKM,15,VT80,2019-08-04 01:38:53.706,16.374,11,False
2019-08-04 01:38:38.328,CHH,09B,KS90,2019-08-04 01:39:07.811,29.483,8,False
2019-08-04 01:38:39.922,NTK,08,HD29,2019-08-04 01:40:42.447,122.525,15,False
2019-08-04 01:38:45.101,MOK,45,VT81,2019-08-04 01:39:07.811,22.71,17,False
2019-08-04 01:38:47.093,CHH,11,KS90,2019-08-04 01:39:40.881,53.788,35,True
2019-08-04 01:38:48.488,SKM,17,VT80,2019-08-04 01:39:05.222,16.734,12,False
2019-08-04 01:38:50.081,LOF,04,NT86,2019-08-04 01:39:21.756,31.675,23,False
2019-08-04 01:38:55.659,NTK,10,HD29,2019-08-04 01:40:59.372,123.713,32,False
2019-08-04 01:39:01.237,SKM,19,VT80,2019-08-04 01:39:15.781,14.544,8,False
2019-08-04 01:39:02.233,MOK,47,VT81,2019-08-04 01:39:26.338,24.105,18,True
2019-08-04 01:39:03.429,HOM,10,RT85,2019-08-04 01:39:27.733,24.304,12,False
2019-08-04 01:39:05.222,NTK,04,HD04,2019-08-04 01:41:12.919,127.697,24,False
2019-08-04 01:39:10.003,SKM,21,VT80,2019-08-04 01:39:25.342,15.339,10,False
2019-08-04 01:39:14.025,LOF,06,NT86,2019-08-04 01:39:51.838,37.813,30,False
2019-08-04 01:39:15.979,HOM,12,RT85,2019-08-04 01:39:40.084,24.105,11,True
2019-08-04 01:39:20.561,SKM,01,VT81,2019-08-04 01:39:39.287,18.726,11,False
2019-08-04 01:39:20.760,KOT,01,VT80,2019-08-04 01:39:34.705,13.945,9,False
2019-08-04 01:39:22.155,CHH,13A,KS90,2019-08-04 01:39:45.861,23.706,4,False
2019-08-04 01:39:26.936,CHH,24,KS90,2019-08-04 01:39:49.249,22.313,3,False
2019-08-04 01:39:27.335,HOM,14,RT85,2019-08-04 01:39:49.248,21.913,8,False
2019-08-04 01:39:27.932,NTK,12,HD29,2019-08-04 01:41:09.731,101.799,77,False
2019-08-04 01:39:29.526,NTK,06,HD04,2019-08-04 01:41:53.362,143.836,108,True
2019-08-04 01:39:29.924,KOT,03,VT80,2019-08-04 01:39:43.741,13.817,8,False
2019-08-04 01:39:30.522,CHH,29,KS90,2019-08-04 01:39:55.225,24.703,6,False
2019-08-04 01:39:32.514,SKM,03,VT81,2019-08-04 01:39:54.826,22.312,14,False
2019-08-04 01:39:33.709,KWT,6005,FD11,2019-08-04 01:40:07.576,33.867,7,False
2019-08-04 01:39:36.100,HOM,22,RT85,2019-08-04 01:40:01.002,24.902,8,False
2019-08-04 01:39:36.698,CHH,31,KS90,2019-08-04 01:40:04.787,28.089,8,False
2019-08-04 01:39:38.690,KOT,05,VT80,2019-08-04 01:39:52.834,14.144,8,False
2019-08-04 01:39:40.881,KWT,6021,FD11,2019-08-04 01:40:17.138,36.257,4,False
