act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-12-04 02:47:13.691,KWT,6003,FT88,2019-12-04 02:48:04.293,50.602,24,False
2019-12-04 02:47:37.996,KWT,6001,FT88,2019-12-04 02:48:38.559,60.563,37,False
2019-12-04 02:48:15.848,NTK,15,FT88,2019-12-04 02:49:22.985,67.137,43,False
2019-12-04 02:48:59.478,NTK,13,FT88,2019-12-04 02:50:07.414,67.936,45,False
2019-12-04 02:49:45.298,NTK,11,FT88,2019-12-04 02:51:02.396,77.098,45,True
2019-12-04 02:50:30.720,NTK,09,FT88,2019-12-04 02:52:00.385,89.665,64,False
2019-12-04 02:51:35.267,NTK,07,FT88,2019-12-04 02:52:51.443,76.176,50,False
2019-12-04 02:52:25.670,NTK,05,FT88,2019-12-04 02:54:12.452,106.782,47,False
2019-12-04 02:53:13.283,NTK,03,FT88,2019-12-04 02:54:30.396,77.113,41,False
2019-12-04 02:53:54.721,NTK,01,FT88,2019-12-04 02:58:09.523,254.802,43,False
2019-12-04 02:54:38.151,KOB,15,FT88,2019-12-04 02:57:27.488,169.337,188,False
2019-12-04 02:57:46.414,NTK,03,FT88,2019-12-04 02:58:20.481,34.067,14,False
2019-12-04 02:58:00.758,NTK,05,FT88,2019-12-04 02:59:06.899,66.141,39,False
2019-12-04 02:58:40.403,NTK,07,FT88,2019-12-04 02:59:55.912,75.509,49,False
2019-12-04 02:59:29.809,NTK,09,FT88,2019-12-04 03:14:29.285,899.476,866,False
2019-12-04 03:09:25.476,SKM,01,MT86,2019-12-04 03:41:14.941,1909.465,1901,False
2019-12-04 03:13:55.816,NTK,11,FT88,2019-12-04 03:16:20.284,144.468,64,True
2019-12-04 03:15:00.563,NTK,13,FT88,2019-12-04 03:17:59.263,178.7,127,False
2019-12-04 03:17:07.864,NTK,15,FT88,2019-12-04 03:19:24.740,136.876,100,False
2019-12-04 03:18:48.669,KWT,6001,FT88,,,536,False
2019-12-04 03:27:44.940,KWT,6003,FT88,,,,False
2019-12-04 03:41:07.373,SKM,03,MT86,2019-12-04 03:41:46.010,38.637,31,False
2019-12-04 03:41:38.840,SKM,05,MT86,2019-12-04 03:42:18.494,39.654,31,False
2019-12-04 03:42:10.707,SKM,07,MT86,2019-12-04 03:42:52.533,41.826,34,False
2019-12-04 03:42:44.765,SKM,09,MT86,2019-12-04 03:43:28.982,44.217,18,False
2019-12-04 03:43:03.288,SKM,11,MT86,2019-12-04 03:43:56.870,53.582,,False
