act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-08-03 23:36:06.427,DIH,12,QD14,2019-08-03 23:36:29.931,23.504,10,False
2019-08-03 23:36:07.023,CHH,15,GD27,2019-08-03 23:36:26.345,19.322,8,False
2019-08-03 23:36:07.621,LAT,6104,QA20,2019-08-03 23:37:18.140,70.519,53,True
2019-08-03 23:36:07.622,YMT,39,GD04,2019-08-03 23:36:33.715,26.093,9,False
2019-08-03 23:36:09.015,YMT,42,QD30,2019-08-03 23:36:29.316,20.301,8,False
2019-08-03 23:36:09.015,KOT,03,GD01,2019-08-03 23:36:24.752,15.737,5,False
2019-08-03 23:36:09.015,WHA,04,GD06,2019-08-03 23:36:34.910,25.895,11,False
2019-08-03 23:36:11.270,NTK,09,GD25,2019-08-03 23:37:30.690,79.42,10,False
2019-08-03 23:36:12.999,WTS,07,GD29,2019-08-03 23:36:36.704,23.705,14,False
2019-08-03 23:36:14.991,KOT,05,GD01,2019-08-03 23:36:31.922,16.931,7,False
2019-08-03 23:36:15.190,CHH,17,GD27,2019-08-03 23:36:33.318,18.128,6,False
2019-08-03 23:36:16.983,YMT,41,GD04,2019-08-03 23:36:46.862,29.879,12,False
2019-08-03 23:36:17.182,WTS,02,QD14,2019-08-03 23:36:38.894,21.712,9,False
2019-08-03 23:36:17.182,YMT,44,QD30,2019-08-03 23:36:40.886,23.704,12,False
2019-08-03 23:36:17.780,SKM,03,GD03,2019-08-03 23:36:37.898,20.118,8,False
2019-08-03 23:36:19.773,YAT,7007,GA24,2019-08-03 23:36:50.249,30.476,21,False
2019-08-03 23:36:20.768,WHA,02,GD06,2019-08-03 23:36:45.667,24.899,7,False
2019-08-03 23:36:21.564,NTK,11,GD25,2019-08-03 23:37:40.851,79.287,66,True
2019-08-03 23:36:21.964,YAT,7010,QA22,2019-08-03 23:36:46.065,24.101,13,False
2019-08-03 23:36:22.162,KOT,07,GD01,2019-08-03 23:36:45.866,23.704,5,False
2019-08-03 23:36:22.162,CHH,19,GD27,2019-08-03 23:36:40.289,18.127,6,False
2019-08-03 23:36:26.561,SKM,05,GD03,2019-08-03 23:36:45.269,18.708,7,False
2019-08-03 23:36:26.743,WTS,04,QD14,2019-08-03 23:36:48.855,22.112,7,False
2019-08-03 23:36:27.561,WTS,09,GD29,2019-08-03 23:36:44.870,17.309,8,False
2019-08-03 23:36:27.939,KOT,09,GD01,2019-08-03 23:37:51.808,83.869,68,True
2019-08-03 23:36:28.735,HOM,20,GD06,2019-08-03 23:37:04.194,35.459,17,False
2019-08-03 23:36:29.134,CHH,21,GD27,2019-08-03 23:36:49.253,20.119,7,False
2019-08-03 23:36:29.532,HOM,02,QD30,2019-08-03 23:37:04.394,34.862,22,False
