act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-08-11 13:15:36.938,SKM,20,RC26,2019-08-11 13:16:02.628,25.69,11,False
2019-08-11 13:15:36.938,TIK,7101,GC10,2019-08-11 13:16:19.953,43.015,32,False
2019-08-11 13:15:37.535,KOB,14,QC03,2019-08-11 13:16:01.441,23.906,10,False
2019-08-11 13:15:38.134,TIK,7120,QC09,2019-08-11 13:16:05.533,27.399,3,False
2019-08-11 13:15:38.278,KOT,12,QC27,2019-08-11 13:15:59.993,21.715,11,False
2019-08-11 13:15:38.333,NTK,03,GC13,2019-08-11 13:15:50.442,12.109,2,False
2019-08-11 13:15:38.532,LAT,6109,GC11,2019-08-11 13:16:13.991,35.459,31,False
2019-08-11 13:15:38.929,CHH,03,GC15,2019-08-11 13:15:57.457,18.528,6,False
2019-08-11 13:15:39.329,YMT,42,RC24,2019-08-11 13:15:59.993,20.664,7,False
2019-08-11 13:15:39.934,DIH,06,RC02,2019-08-11 13:16:17.975,38.041,16,False
2019-08-11 13:15:40.722,HOM,14,QC23,2019-08-11 13:16:04.230,23.508,8,False
2019-08-11 13:15:40.922,HOM,17,GC21,2019-08-11 13:16:15.983,35.061,22,False
2019-08-11 13:15:40.922,NTK,05,GC13,2019-08-11 13:15:58.054,17.132,7,False
2019-08-11 13:15:41.519,LAT,6108,RC06,2019-08-11 13:16:15.983,34.464,8,False
2019-08-11 13:15:42.117,TIK,7122,QC09,2019-08-11 13:16:41.881,59.764,44,False
2019-08-11 13:15:42.515,YAT,7008,QC07,2019-08-11 13:16:11.991,29.476,17,False
2019-08-11 13:15:44.308,KOB,01,GC14,2019-08-11 13:16:01.441,17.133,6,False
2019-08-11 13:15:45.105,CHH,05,GC15,2019-08-11 13:16:03.434,18.329,6,False
2019-08-11 13:15:45.106,HOM,05,GC22,2019-08-11 13:16:11.003,25.897,9,False
2019-08-11 13:15:45.304,MOK,31,GC20,2019-08-11 13:16:06.004,20.7,7,False
2019-08-11 13:15:47.098,YMT,44,RC24,2019-08-11 13:16:11.405,24.307,13,False
2019-08-11 13:15:47.496,KOT,11,GC17,2019-08-11 13:16:12.597,25.101,14,False
2019-08-11 13:15:47.695,KOB,16,QC03,2019-08-11 13:16:12.597,24.902,13,False
2019-08-11 13:15:48.269,SKM,22A,RC26,2019-08-11 13:16:08.015,19.746,2,False
2019-08-11 13:15:48.492,NTK,07,GC13,2019-08-11 13:16:10.007,21.515,7,False
2019-08-11 13:15:48.890,NTK,10,RC04,2019-08-11 13:16:11.991,23.101,10,False
2019-08-11 13:15:49.089,HOM,16,QC23,2019-08-11 13:16:06.406,17.317,4,False
2019-08-11 13:15:49.289,SKM,15,GC18,2019-08-11 13:16:12.995,23.706,13,False
2019-08-11 13:15:49.687,KOT,14,QC27,2019-08-11 13:16:08.015,18.328,8,False
