act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-12-08 12:35:15.318,HOM,10,QC07,2019-12-08 12:36:28.231,72.913,7,False
2019-12-08 12:35:15.915,KOB,02,RC16,2019-12-08 12:35:41.415,25.5,11,False
2019-12-08 12:35:17.874,KOT,16,QC11,2019-12-08 12:35:39.024,21.15,8,False
2019-12-08 12:35:17.907,LAT,6108,RC18,2019-12-08 12:35:47.584,29.677,7,False
2019-12-08 12:35:18.506,CHH,02,QC15,2019-12-08 12:35:43.407,24.901,15,False
2019-12-08 12:35:19.103,KWT,6008,QC17,2019-12-08 12:36:37.395,78.292,61,True
2019-12-08 12:35:19.103,TIK,7109C,GC21,2019-12-08 12:36:25.641,66.538,53,True
2019-12-08 12:35:20.099,SKM,16,RC10,2019-12-08 12:35:36.036,15.937,4,False
2019-12-08 12:35:20.100,CHH,16,RC14,2019-12-08 12:35:37.630,17.53,4,False
2019-12-08 12:35:20.673,DIH,05,GC27,2019-12-08 12:36:23.052,62.379,48,True
2019-12-08 12:35:22.489,HOM,12,QC07,2019-12-08 12:36:34.808,72.319,53,True
2019-12-08 12:35:23.286,YMT,44,RC08,2019-12-08 12:35:46.595,23.309,12,False
2019-12-08 12:35:23.685,WTS,08,QC13,2019-12-08 12:36:36.001,72.316,15,False
2019-12-08 12:35:24.058,KWT,6009,GC23,2019-12-08 12:35:47.591,23.533,8,False
2019-12-08 12:35:24.282,SKM,18,RC10,2019-12-08 12:35:45.599,21.317,8,False
2019-12-08 12:35:24.283,CHH,18,RC14,2019-12-08 12:35:42.013,17.73,4,False
2019-12-08 12:35:24.880,YAT,7010,QC19,2019-12-08 12:35:51.774,26.894,16,False
2019-12-08 12:35:25.079,LAT,6106,RC18,2019-12-08 12:36:33.546,68.467,7,False
2019-12-08 12:35:25.876,MOK,47,GC03,2019-12-08 12:37:17.637,111.761,94,True
2019-12-08 12:35:25.877,LOF,13,GC28,2019-12-08 12:35:43.009,17.132,7,False
2019-12-08 12:35:25.877,HOM,13,GC05,2019-12-08 12:35:49.384,23.507,6,False
2019-12-08 12:35:26.774,SKM,02,QC11,2019-12-08 12:35:47.990,21.216,8,False
2019-12-08 12:35:26.872,KOB,11,GC25,2019-12-08 12:35:51.974,25.102,14,False
2019-12-08 12:35:27.271,KOB,04,RC16,2019-12-08 12:35:53.567,26.296,12,False
2019-12-08 12:35:28.468,CHH,20,RC14,2019-12-08 12:35:47.989,19.521,5,False
2019-12-08 12:35:28.864,KOT,13,GC01,2019-12-08 12:35:45.998,17.134,7,False
2019-12-08 12:35:30.060,LAT,6107,GC22,2019-12-08 12:35:50.579,20.519,10,False
2019-12-08 12:35:32.234,KWT,6011,GC23,2019-12-08 12:35:52.173,19.939,6,False
2019-12-08 12:35:32.722,HOM,15,GC05,2019-12-08 12:36:01.933,29.211,14,False
