act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-12-02 10:45:13.817,NTK,04,HA33,2019-12-02 10:45:41.308,27.491,12,False
2019-12-02 10:45:13.817,TIK,7120,QA03,2019-12-02 10:46:40.873,87.056,7,False
2019-12-02 10:45:14.613,WTS,04,QA17,2019-12-02 10:45:37.323,22.71,7,False
2019-12-02 10:45:15.210,LOF,03,GA08,2019-12-02 10:45:32.344,17.134,5,False
2019-12-02 10:45:15.210,CHH,19,GA07,2019-12-02 10:45:32.940,17.73,6,False
2019-12-02 10:45:15.609,NTK,14,QA19,2019-12-02 10:45:36.726,21.117,8,False
2019-12-02 10:45:17.800,LOF,12,QA16,2019-12-02 10:45:43.300,25.5,14,False
2019-12-02 10:45:18.398,TIK,7101,GA04,2019-12-02 10:45:50.671,32.273,22,False
2019-12-02 10:45:18.796,YAT,7008,QA01,2019-12-02 10:45:37.722,18.926,8,False
2019-12-02 10:45:20.684,MOK,40,QA14,2019-12-02 10:46:32.880,72.196,55,True
2019-12-02 10:45:20.987,TIK,7118,QA03,2019-12-02 10:46:48.842,87.855,69,False
2019-12-02 10:45:21.187,LOF,05,GA08,2019-12-02 10:45:45.292,24.105,7,False
2019-12-02 10:45:21.585,CHH,21,GA07,2019-12-02 10:45:40.311,18.726,7,False
2019-12-02 10:45:22.382,DIH,05,GA24,2019-12-02 10:46:27.924,65.542,50,True
2019-12-02 10:45:22.382,WTS,06,QA17,2019-12-02 10:45:52.264,29.882,9,False
2019-12-02 10:45:22.980,KWT,6014,QA20,2019-12-02 10:45:53.659,30.679,13,False
2019-12-02 10:45:23.776,KOB,02,QA19,2019-12-02 10:45:49.276,25.5,11,False
2019-12-02 10:45:26.366,NTK,06,HA33,2019-12-02 10:45:57.245,30.879,16,True
2019-12-02 10:45:26.964,YAT,7006C,QA01,2019-12-02 10:46:28.721,61.757,0,False
2019-12-02 10:45:27.562,YAT,7006B,QA01,2019-12-02 10:46:32.880,65.318,4,False
2019-12-02 10:45:28.757,HOM,21,GA11,2019-12-02 10:46:03.421,34.664,21,False
2019-12-02 10:45:28.758,LOF,07,GA08,2019-12-02 10:46:36.291,67.533,11,False
2019-12-02 10:45:29.355,KOB,01,GA07,2019-12-02 10:45:49.875,20.52,6,False
2019-12-02 10:45:31.873,WTS,08,QA17,2019-12-02 10:46:38.881,67.008,13,False
2019-12-02 10:45:32.343,LAT,6108,HA34,2019-12-02 10:45:56.647,24.304,9,False
2019-12-02 10:45:32.343,YAT,7006A,QA01,2019-12-02 10:46:40.873,68.53,58,True
