act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-08-11 22:15:59.831,LOF,02,QC18,2019-08-11 22:16:18.357,18.526,6,False
2019-08-11 22:16:00.230,HOM,10,QC13,2019-08-11 22:17:12.142,71.912,9,False
2019-08-11 22:16:01.225,CHH,12,QC20,2019-08-11 22:16:23.536,22.311,9,False
2019-08-11 22:16:01.823,CHH,13A,GC03,2019-08-11 22:16:26.525,24.702,13,False
2019-08-11 22:16:02.819,YAT,7008,HS97,2019-08-11 22:16:19.552,16.733,6,False
2019-08-11 22:16:02.819,TIK,7104,QC25,2019-08-11 22:16:19.552,16.733,6,False
2019-08-11 22:16:05.010,NTK,12,QC22,2019-08-11 22:16:21.544,16.534,3,False
2019-08-11 22:16:06.157,TIK,7105,GC30,2019-08-11 22:16:23.536,17.379,5,False
2019-08-11 22:16:06.206,LOF,04,QC18,2019-08-11 22:16:27.521,21.315,7,False
2019-08-11 22:16:06.604,KOT,14,QC29,2019-08-11 22:16:22.540,15.936,7,False
2019-08-11 22:16:08.398,NTK,14,QC22,2019-08-11 22:16:29.114,20.716,8,False
2019-08-11 22:16:09.393,TIK,7102,QC25,2019-08-11 22:16:30.509,21.116,12,False
2019-08-11 22:16:09.394,YAT,7006C,HS97,2019-08-11 22:16:23.536,14.142,4,False
2019-08-11 22:16:09.592,HOM,12,QC13,2019-08-11 22:17:19.513,69.921,51,True
2019-08-11 22:16:10.987,CHH,14,QC20,2019-08-11 22:16:28.916,17.929,6,False
2019-08-11 22:16:12.135,TIK,7107,GC30,2019-08-11 22:16:33.711,21.576,6,False
2019-08-11 22:16:13.776,LOF,06,QC18,2019-08-11 22:16:43.458,29.682,10,False
2019-08-11 22:16:13.918,LAT,6102,QC23,2019-08-11 22:16:35.709,21.791,7,False
2019-08-11 22:16:13.918,YAT,7006B,HS97,2019-08-11 22:16:28.518,14.6,3,False
2019-08-11 22:16:14.373,KOT,16,QC29,2019-08-11 22:16:29.513,15.14,6,False
2019-08-11 22:16:14.971,SKM,15,GC07,2019-08-11 22:16:39.074,24.103,13,False
2019-08-11 22:16:14.972,CHH,15,GC03,2019-08-11 22:16:34.891,19.919,7,False
2019-08-11 22:16:16.564,KOB,02,QC22,2019-08-11 22:16:40.469,23.905,10,False
2019-08-11 22:16:17.162,YAT,7006A,HS97,2019-08-11 22:16:33.711,16.549,4,True
2019-08-11 22:16:17.362,CHH,16,QC20,2019-08-11 22:16:31.903,14.541,3,False
2019-08-11 22:16:18.556,TIK,7109A,GC30,2019-08-11 22:17:31.663,73.107,5,False
2019-08-11 22:16:20.748,SKM,02,QC29,2019-08-11 22:16:35.887,15.139,5,False
2019-08-11 22:16:21.345,CHH,18,QC20,2019-08-11 22:16:35.489,14.144,2,False
2019-08-11 22:16:21.744,KWT,6016,QC23,2019-08-11 22:16:51.226,29.482,12,False
2019-08-11 22:16:21.943,YAT,7012,QC25,2019-08-11 22:16:50.430,28.487,19,False
2019-08-11 22:16:22.142,YAT,7004,HS97,2019-08-11 22:16:37.680,15.538,4,False
2019-08-11 22:16:22.939,CHH,17,GC03,2019-08-11 22:16:42.462,19.523,7,False
2019-08-11 22:16:23.935,LOF,08,QC18,2019-08-11 22:17:41.423,77.488,12,False
2019-08-11 22:16:24.333,TIK,7109B,GC30,2019-08-11 22:17:35.647,71.314,3,False
2019-08-11 22:16:24.333,CHH,20,QC20,2019-08-11 22:16:40.469,16.136,4,False
2019-08-11 22:16:26.318,YAT,7002,HS97,2019-08-11 22:16:47.640,21.322,10,False
2019-08-11 22:16:26.525,SKM,04,QC29,2019-08-11 22:16:42.062,15.537,6,False
2019-08-11 22:16:27.521,KOB,04,QC22,2019-08-11 22:16:52.421,24.9,11,False
