act_arr_time,station,track,train,act_dep_time,act_occupied_time,act_travelling_time,stop
2019-11-07 05:30:36.604,NTK,11,GS04,2019-11-07 05:31:01.904,25.3,11,True
2019-11-07 05:30:46.166,SKM,01,KT90,2019-11-07 05:31:06.287,20.121,12,False
2019-11-07 05:30:48.557,NTK,13,GS04,2019-11-07 05:31:12.861,24.304,11,False
2019-11-07 05:30:58.318,SKM,03,KT90,2019-11-07 05:31:19.834,21.516,12,False
2019-11-07 05:31:00.531,NTK,15,GS04,2019-11-07 05:31:24.814,24.283,10,False
2019-11-07 05:31:10.869,SKM,05,KT90,2019-11-07 05:31:34.377,23.508,13,False
2019-11-07 05:31:11.267,KWT,6001,GS04,2019-11-07 05:31:37.763,26.496,9,False
2019-11-07 05:31:20.830,KWT,6003,GS04,2019-11-07 05:31:44.537,23.707,5,False
2019-11-07 05:31:24.416,SKM,07,KT90,2019-11-07 05:31:50.314,25.898,15,False
2019-11-07 05:31:26.209,KWT,6005,GS04,2019-11-07 05:31:55.892,29.683,7,False
2019-11-07 05:31:33.780,KWT,6007,GS04,2019-11-07 05:32:30.556,56.776,22,True
2019-11-07 05:31:39.755,SKM,09,KT90,2019-11-07 05:31:58.880,19.125,7,False
2019-11-07 05:31:47.529,SKM,11,KT90,2019-11-07 05:32:09.239,21.71,9,False
2019-11-07 05:31:56.091,KWT,6009,GS04,2019-11-07 05:32:45.497,49.406,12,False
2019-11-07 05:31:57.087,SKM,13,KT90,2019-11-07 05:32:30.356,33.269,25,True
2019-11-07 05:32:08.642,KWT,6042,GS04,2019-11-07 05:32:50.765,42.123,5,False
2019-11-07 05:32:12.028,MOK,44,KT83,2019-11-07 05:32:34.341,22.313,4,False
2019-11-07 05:32:14.419,KWT,6044,GS04,2019-11-07 05:33:19.961,65.542,36,False
2019-11-07 05:32:17.009,MOK,46,KT83,2019-11-07 05:32:48.884,31.875,20,False
2019-11-07 05:32:22.786,SKM,15,KT90,2019-11-07 05:32:41.712,18.926,12,False
2019-11-07 05:32:35.337,SKM,17,KT90,2019-11-07 05:32:54.262,18.925,13,False
2019-11-07 05:32:37.528,YMT,32,KT83,2019-11-07 05:33:00.836,23.308,11,False
2019-11-07 05:32:43.106,MOK,43,KT84,2019-11-07 05:33:00.239,17.133,7,False
2019-11-07 05:32:48.684,YMT,34,KT83,2019-11-07 05:33:04.821,16.137,4,False
2019-11-07 05:32:48.684,SKM,19,KT90,2019-11-07 05:33:06.414,17.73,10,False
2019-11-07 05:32:50.765,MOK,45,KT84,2019-11-07 05:33:12.789,22.024,13,False
2019-11-07 05:32:50.766,KWT,6046,GS04,2019-11-07 05:33:24.344,33.578,6,False
2019-11-07 05:32:52.868,YMT,60,KT83,2019-11-07 05:33:11.793,18.925,4,False
2019-11-07 05:32:56.852,KWT,6015,GS04,2019-11-07 05:33:40.879,44.027,22,False
2019-11-07 05:32:57.252,YMT,39,KT83,2019-11-07 05:33:17.232,19.98,2,False
2019-11-07 05:32:58.844,SKM,21,KT90,2019-11-07 05:33:18.367,19.523,12,False
2019-11-07 05:33:00.239,YMT,37,KT83,2019-11-07 05:33:29.333,29.094,7,False
2019-11-07 05:33:04.422,MOK,47,KT84,2019-11-07 05:33:26.735,22.313,14,True
2019-11-07 05:33:07.411,YMT,35,KT83,2019-11-07 05:34:30.285,82.874,64,True
2019-11-07 05:33:10.996,KOT,01,KT90,2019-11-07 05:33:29.333,18.337,11,False
2019-11-07 05:33:18.766,SKM,01,KT84,2019-11-07 05:33:35.899,17.133,8,False
2019-11-07 05:33:19.563,LAT,6101,GS04,2019-11-07 05:33:44.266,24.703,9,False
2019-11-07 05:33:22.551,KOT,03,KT90,2019-11-07 05:33:40.879,18.328,10,False
2019-11-07 05:33:27.332,SKM,03,KT84,2019-11-07 05:33:45.728,18.396,8,False
2019-11-07 05:33:28.926,LAT,6103,GS04,2019-11-07 05:34:06.179,37.253,13,False
2019-11-07 05:33:33.508,KOT,05,KT90,2019-11-07 05:33:51.437,17.929,10,False
2019-11-07 05:33:36.098,SKM,05,KT84,2019-11-07 05:33:55.222,19.124,9,False
