station,day_in_week,hour_in_day,mean,st_dev,no_of_entries
MOK,5,7,74.54443359375,0.0,1
MOK,5,17,101.71295166015625,12.523348033220168,4
MOK,5,14,67.8194580078125,0.0,1
MOK,5,21,68.427734375,0.0,1
MOK,5,11,61.5333251953125,0.0,1
MOK,0,10,77.88624064127605,8.51132405579603,9
MOK,0,11,71.081298828125,4.029691488543328,3
MOK,0,21,97.0972900390625,0.0,1
MOK,0,9,90.05751342773438,21.93605751298498,5
MOK,0,18,94.71185302734375,18.03538313393079,10
MOK,0,7,72.92759704589844,8.926074399127819,8
MOK,0,16,112.22819010416667,49.09691472644801,3
MOK,0,19,99.09705200195313,24.45809066747308,5
MOK,0,14,63.8043212890625,2.871826171875,2
MOK,0,17,61.8631591796875,1.7020263671875,2
MOK,0,8,67.8836669921875,6.845795626883778,3
MOK,0,6,67.66165161132812,0.0,1
MOK,0,15,69.47174072265625,1.44512939453125,2
MOK,0,20,74.88463745117187,16.800250960644068,5
MOK,0,22,71.51106262207031,6.3294219970703125,2
PRE,6,17,97.9840087890625,33.75617540444015,3
PRE,6,18,73.22113037109375,12.12847900390625,2
PRE,6,19,62.9261474609375,0.0,1
PRE,6,20,79.07522583007812,11.439117431640632,2
PRE,6,13,98.5371805826823,5.690668311894172,3
PRE,6,11,120.5907491048177,16.65336294081186,3
PRE,6,7,76.364990234375,0.0,1
PRE,6,21,67.7816162109375,0.0,1
PRE,6,10,62.8856201171875,0.0,1
PRE,6,16,73.391845703125,10.232666015625,2
PRE,6,9,64.1092529296875,0.0,1
PRE,6,12,61.2691650390625,0.0,1
PRE,6,0,65.877685546875,0.0,1
PRE,1,7,74.35116577148438,6.185895739748873,4
PRE,1,18,80.2045186360677,10.467968931653322,3
PRE,1,20,85.55366516113281,23.030955080044205,10
PRE,1,10,108.32957763671875,61.89792240589924,10
PRE,1,9,154.01401034268466,53.610804958535105,11
PRE,1,11,90.60226440429688,12.977017537516137,3
PRE,1,15,76.59984970092773,11.920873818763484,8
PRE,1,19,96.98930358886719,25.975123771248334,8
PRE,1,13,87.87376098632812,20.705169261497538,15
PRE,1,14,85.85797119140625,20.963909629806892,8
PRE,1,17,68.19823201497395,4.538508438366451,6
PRE,1,8,69.1583251953125,0.0,1
PRE,1,6,136.68263549804686,67.88589679195992,5
PRE,1,23,124.15083821614583,76.20510980462387,3
PRE,1,22,105.54488830566406,57.35983289291834,10
PRE,1,12,120.24498956853694,56.935098520333675,11
PRE,1,21,78.37913818359375,13.744620998303997,5
PRE,2,15,85.46987697056362,18.603672499645924,14
PRE,2,16,144.36673409598214,76.14269846359309,7
PRE,2,20,86.14996337890625,22.8014676667375,6
PRE,2,6,100.64998626708984,40.51592481745664,8
PRE,2,19,163.94381103515624,64.30559967608065,5
PRE,2,21,124.56611328125,67.09200380695908,5
PRE,2,17,115.40901402064732,38.58630555502749,7
PRE,2,18,98.65616861979167,16.893094384373313,3
PRE,2,14,76.06214396158855,17.26492148278494,3
PRE,2,22,90.37187194824219,8.070846557617188,2
PRE,2,11,65.1234130859375,0.0,1
PRE,2,10,64.43797302246094,1.5639495849609375,2
PRE,2,7,68.7698974609375,0.0,1
PRE,2,8,60.4178466796875,0.0,1
PRE,3,13,125.39415785845588,50.87560096933166,17
PRE,3,22,85.9974387032645,32.31418863417157,14
PRE,3,6,121.50295003255208,63.54737171752,6
PRE,3,10,97.84626770019531,37.16420274118901,14
PRE,3,12,96.93975448608398,27.920478058782106,8
PRE,3,17,82.955322265625,0.0,1
PRE,3,15,85.86225891113281,11.566714225920895,6
PRE,3,19,89.45491536458333,22.97561432697634,24
PRE,3,11,72.68189748128255,11.064108696564565,12
PRE,3,18,80.35354953342014,15.807974753105364,9
PRE,3,21,69.7564697265625,0.0,1
PRE,3,14,67.92020263671876,3.7485247677769276,5
PRE,3,20,86.46005249023438,25.253959725366013,16
PRE,3,16,81.66095842633929,12.771643938716572,7
PRE,3,23,70.5609130859375,0.0,1
PRE,3,7,69.890869140625,9.119779442997382,9
PRE,3,9,71.2987801688058,9.102979781575286,14
PRE,3,8,67.21522521972656,6.324125645405301,6
PRE,4,8,75.46160888671875,10.523405472624804,6
PRE,4,20,66.73332214355469,5.9789596257686535,8
PRE,4,15,79.83182779947917,12.701931888072796,6
PRE,4,9,99.78988647460938,28.212419970943575,7
PRE,4,11,113.5394120649858,35.109784426336425,11
PRE,4,6,121.50760904947917,19.882244633191142,3
PRE,4,10,94.60019625150241,22.840763166574764,13
PRE,4,16,64.3817138671875,2.967513270186416,3
PRE,4,13,75.16729736328125,7.95843505859375,2
PRE,4,17,70.286083984375,7.651212754765775,5
PRE,4,7,106.79603746202257,35.18211752067922,9
PRE,4,19,124.41255950927734,91.42400037079678,4
PRE,4,18,81.00735473632812,12.164012213444082,4
PRE,4,22,76.52322387695312,0.297637939453125,2
PRE,5,8,74.40283203125,0.0,1
PRE,5,22,73.12907409667969,7.5074005126953125,2
PRE,5,18,72.17074584960938,5.714954564121164,5
PRE,5,10,74.8033447265625,3.767333984375,2
PRE,5,19,80.43570963541667,13.660328520855265,3
PRE,5,20,84.3087158203125,14.318059692472453,7
PRE,5,7,62.206339518229164,0.36243737673711224,3
PRE,5,17,97.45431518554688,7.472033139373245,4
PRE,5,11,65.7921142578125,0.0,1
PRE,5,13,61.9654541015625,0.0,1
PRE,0,10,76.38336690266927,8.484315047512151,6
PRE,0,11,70.98111979166667,7.043820797264406,3
PRE,0,21,99.2530517578125,0.0,1
PRE,0,9,80.75293986002605,17.70952668509667,9
PRE,0,7,67.68780517578125,6.804603115084849,6
PRE,0,16,126.58367919921875,58.10150146484375,2
PRE,0,19,101.68316040039062,23.126573920988097,5
PRE,0,8,69.74454752604167,6.022839463602432,3
PRE,0,6,74.01351928710938,0.0,1
PRE,0,15,72.73028564453125,7.10601806640625,2
PRE,0,18,81.04986572265625,8.48135195863569,4
PRE,0,20,80.37732696533203,19.66858051761566,4
PRE,0,22,73.08648681640625,0.0,1
SKM,6,16,79.74813842773438,10.224527057135985,4
SKM,6,17,88.68600463867188,23.48632943966281,4
SKM,6,18,78.02923583984375,10.92254638671875,2
SKM,6,19,63.18365478515625,1.08306884765625,2
SKM,6,20,76.49526977539062,3.460601806640625,2
SKM,6,13,96.8591817220052,4.409580630870157,3
SKM,6,11,122.40570068359375,13.866784679400633,3
SKM,6,9,61.2867431640625,0.0,1
SKM,6,12,63.81787109375,2.3240966796875,2
SKM,1,7,69.707080078125,4.610057652629091,5
SKM,1,10,107.1978515625,58.768648603600695,10
SKM,1,18,72.89444986979167,6.635080412843979,3
SKM,1,9,147.2653253728693,54.301767767841774,11
SKM,1,11,78.5048828125,15.973094511794844,7
SKM,1,15,88.54659016927083,13.035092844300957,6
SKM,1,19,89.65214369032118,29.19292523298665,9
SKM,1,13,94.28057861328125,24.161790891641818,9
SKM,1,14,98.68242536272321,22.920736184728927,7
SKM,1,17,69.0240234375,10.058531017337465,5
SKM,1,20,94.60861714680989,14.650582938866219,6
SKM,1,8,62.8385009765625,0.0,1
SKM,1,23,245.7288818359375,0.0,1
SKM,1,22,107.29584418402777,54.60763003136247,9
SKM,1,12,127.22217559814453,56.5030907798086,8
SKM,1,6,160.79266357421875,63.27607723396019,4
SKM,1,21,72.8758544921875,11.060259098333216,6
SKM,1,16,63.92242431640625,0.0,1
SKM,2,15,86.92898152669271,20.85720972851682,15
SKM,2,16,133.18136160714286,55.97491539443713,7
SKM,2,6,105.36284044053819,43.857597696634556,9
SKM,2,18,111.94508870442708,56.46684534061567,6
SKM,2,19,199.1780548095703,35.07511090974876,4
SKM,2,20,103.70574951171875,25.75728079974828,4
